,nctId,phase,recruitment,therapies,title,Drug_id
23,NCT01543776,Phase II,"Active, not recruiting","[{'id': 1805, 'therapyName': 'Abiraterone'}]",Food Effect Study of Abiraterone Acetate for Treatment of Patients With Castration-Resistant Prostate Cancer,4697
24,NCT02025010,Phase II,"Active, not recruiting","[{'id': 1805, 'therapyName': 'Abiraterone'}]",Phase II Clinical Trial of Abiraterone Acetate Without Exogenous Glucocorticoids in Men With Castration-resistant Prostate Cancer With Correlative Assessment of Hormone Intermediates.,4697
25,NCT01553188,Phase II,"Active, not recruiting","[{'id': 2188, 'therapyName': 'Prednisone'}, {'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 1218, 'therapyName': 'Trebananib'}]",AMG 386 and Abiraterone for Advanced Prostate Cancer,4697
26,NCT02379390,Phase II,Terminated,"[{'id': 2188, 'therapyName': 'Prednisone'}, {'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 1262, 'therapyName': 'Enzalutamide'}, {'id': 1571, 'therapyName': 'Cabazitaxel'}]",Cabazitaxel Versus the Switch to Alternative AR Targeted Therapy Enzalutamide or Abiraterone in Metastatic Castration-Resistant Prostate Cancer (mCRPC) Primary Resistant Patients to Abiraterone or Enz (PRIMCAB),4697
27,NCT01845792,Phase II,Completed,"[{'id': 1571, 'therapyName': 'Cabazitaxel'}, {'id': 1805, 'therapyName': 'Abiraterone'}]",Study of Abiraterone Acetate and Prednisone in Combination With Cabazitaxel in Patients With Prostate Cancer,4697
28,NCT01961843,Phase I,"Active, not recruiting","[{'id': 2188, 'therapyName': 'Prednisone'}, {'id': 1805, 'therapyName': 'Abiraterone'}]",Abiraterone Acetate for Castrate Resistant Prostate Cancer,4697
29,NCT02415621,Phase I,Recruiting,"[{'id': 1805, 'therapyName': 'Abiraterone'}]",Adaptive Abiraterone Therapy for Metastatic Castration Resistant Prostate Cancer,4697
30,NCT02125357,Phase II,"Active, not recruiting","[{'id': 1262, 'therapyName': 'Enzalutamide'}, {'id': 1805, 'therapyName': 'Abiraterone'}]",Sequencing Abiraterone and Enzalutamide in mCRPC,4697
31,NCT02090114,Phase II,Recruiting,"[{'id': 2591, 'therapyName': 'Andriol'}, {'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 1262, 'therapyName': 'Enzalutamide'}]",RE-sensitizing With Supraphysiologic Testosterone to Overcome REsistant (The RESTORE Study),4697
32,NCT02849990,Phase II,Recruiting,"[{'id': 4510, 'therapyName': 'Abiraterone + ARN-509 + Degarelix + Indomethacin + Prednisone'}]","Androgen Receptor Antagonist ARN-509, Abiraterone Acetate, Prednisone, Degarelix, and Indomethacin in Treating Patients With Localized Prostate Cancer Before Surgery",4697
33,NCT03009981,Phase III,Recruiting,"[{'id': 5523, 'therapyName': 'Abiraterone + ARN-509 + Degarelix + Prednisone'}, {'id': 5524, 'therapyName': 'ARN-509 + Degarelix'}, {'id': 1814, 'therapyName': 'Degarelix'}]",A Study of Androgen Annihilation in High-Risk Biochemically Relapsed Prostate Cancer,4697
34,NCT02913196,Phase I,Recruiting,"[{'id': 4767, 'therapyName': 'Abiraterone + ARN-509 + Docetaxel + Prednisone'}]","Phase I Trial of Apalutamide Plus Abiraterone Acetate, Docetaxel, and Prednisone in Patients With mCRPC",4697
35,NCT03141671,Phase II,Not yet recruiting,"[{'id': 5742, 'therapyName': 'Bicalutamide + Gonadorelin'}, {'id': 5743, 'therapyName': 'Abiraterone + ARN-509 + Gonadorelin + Prednisone'}]",Randomized Phase II Study of Salvage XRT + ADT +/- Abiraterone and Apalutamide for Rising PSA After RP (FORMULA-509),4697
36,NCT02772588,Phase II,Recruiting,"[{'id': 4206, 'therapyName': 'Abiraterone + ARN-509 + Leuprolide'}]",AASUR in High Risk Prostate Cancer,4697
37,NCT03298087,Phase II,Not yet recruiting,"[{'id': 4206, 'therapyName': 'Abiraterone + ARN-509 + Leuprolide'}]",Systemic and Tumor-Directed Therapy for Oligometastatic Prostate Cancer,4697
38,NCT02903368,Phase II,Recruiting,"[{'id': 3079, 'therapyName': 'Abiraterone + Leuprolide + Prednisone'}, {'id': 4758, 'therapyName': 'Abiraterone + ARN-509 + Leuprolide + Prednisone'}]",Neoadjuvant And Adjuvant Abiraterone Acetate + Aptilutamide Prostate Cancer Undergoing Prostatectomy,4697
39,NCT02703623,Phase II,Recruiting,"[{'id': 779, 'therapyName': 'Ipilimumab'}, {'id': 2649, 'therapyName': 'Abiraterone + ARN-509 + Prednisone'}, {'id': 3844, 'therapyName': 'Cabazitaxel + Carboplatin'}]",A Dynamic Allocation Modular Sequential Trial of Approved and Promising Therapies in Men With Metastatic Castrate Resistant Prostate Cancer (DynaMO),4697
40,NCT02123758,Phase I,"Active, not recruiting","[{'id': 2649, 'therapyName': 'Abiraterone + ARN-509 + Prednisone'}]",A Study of JNJ-56021927 (ARN-509) and Abiraterone Acetate in Participants With Metastatic Castration-Resistant Prostate Cancer,4697
41,NCT02531516,Phase III,Recruiting,"[{'id': 2649, 'therapyName': 'Abiraterone + ARN-509 + Prednisone'}, {'id': 1507, 'therapyName': 'Bicalutamide'}]",An Efficacy and Safety Study of JNJ-56021927 (ARN-509) in High-risk Prostate Cancer Subjects Receiving Primary Radiation Therapy,4697
42,NCT03098836,Phase II,Recruiting,"[{'id': 2649, 'therapyName': 'Abiraterone + ARN-509 + Prednisone'}]",Apalutamide and Abiraterone Acetate in African American and Caucasian Men With Metastatic Castrate Resistant Prostate Cancer,4697
43,NCT03279250,Phase II,Not yet recruiting,"[{'id': 759, 'therapyName': 'Goserelin'}, {'id': 2050, 'therapyName': 'Triptorelin'}, {'id': 2649, 'therapyName': 'Abiraterone + ARN-509 + Prednisone'}, {'id': 795, 'therapyName': 'Leuprolide'}, {'id': 1947, 'therapyName': 'ARN-509'}]",Effects of Apalutamide Plus LHRH Agonist or Apalutamide Plus Abiraterone Acetate Plus LHRH Agonist for Six Months for Prostate Cancer Patients at High Risk for Recurrence,4697
44,NCT02949284,Phase II,Recruiting,"[{'id': 1947, 'therapyName': 'ARN-509'}, {'id': 2649, 'therapyName': 'Abiraterone + ARN-509 + Prednisone'}]","Androgen Receptor Antagonist ARN-509 With or Without Abiraterone Acetate, Gonadotropin-Releasing Hormone Analog, and Prednisone in Treating Patients With High-Risk Prostate Cancer Undergoing Surgery",4697
45,NCT01741753,Phase I,Terminated,"[{'id': 2499, 'therapyName': 'Abiraterone + BKM120 + Prednisone'}]",BKM120+Abiraterone Acetate for Metastatic CRPC,4697
46,NCT02903160,Phase II,Recruiting,"[{'id': 4759, 'therapyName': 'Abiraterone + Cabazitaxel + Carboplatin + Enzalutamide + Prednisone'}]","Prostate Cancer Intensive, Non-Cross Reactive Therapy (PRINT) for Castration Resistant Prostate Cancer (CRPC)",4697
47,NCT01254864,Phase II,"Active, not recruiting","[{'id': 1817, 'therapyName': 'Abiraterone + Sunitinib'}, {'id': 1818, 'therapyName': 'Abiraterone + Dasatinib\t'}]",Maximum Androgen Depletion,4697
48,NCT02758132,Phase I,Terminated,"[{'id': 4182, 'therapyName': 'Abiraterone + Denosumab + Enzalutamide + Prednisone'}, {'id': 4183, 'therapyName': 'Denosumab + Enzalutamide'}]","Denosumab Plus Enzalutamide, Abiraterone and Prednisone Compared to Denosumab Plus Enzalutamide Alone for Men With Castrate Resistant Prostate Cancer (CRPC) With Bone Metastases",4697
49,NCT03150056,Phase I,Recruiting,"[{'id': 6034, 'therapyName': 'Abiraterone + GSK525762'}, {'id': 6035, 'therapyName': 'Enzalutamide + GSK525762'}, {'id': 2188, 'therapyName': 'Prednisone'}]",Dose Escalation and Dose Expansion Study of GSK525762 in Combination With Androgen Deprivation Therapy and Other Agents in Subjects With Castrate-resistant Prostate Cancer,4697
50,NCT02543255,Phase II,Recruiting,"[{'id': 1571, 'therapyName': 'Cabazitaxel'}, {'id': 3079, 'therapyName': 'Abiraterone + Leuprolide + Prednisone'}, {'id': 1476, 'therapyName': 'Pegfilgrastim'}]",Anti-Androgens and Cabazitaxel in Defining Complete Response in Prostatectomy (ACDC Trial),4697
51,NCT02887976,Phase III,Not yet recruiting,"[{'id': 4678, 'therapyName': 'Abiraterone + Methylprednisolone'}]",Extension of SoluMatrix TM Abiraterone Acetate in Patients Who Completed Study Number CHL-AA-201,4697
52,NCT01828476,Phase II,Terminated,"[{'id': 1316, 'therapyName': 'Hydroxychloroquine'}, {'id': 2597, 'therapyName': 'Abiraterone + Navitoclax'}]",Navitoclax and Abiraterone Acetate With or Without Hydroxychloroquine in Treating Patients With Progressive Metastatic Castrate Refractory Prostate Cancer,4697
53,NCT02807805,Phase II,Recruiting,"[{'id': 4377, 'therapyName': 'Abiraterone + Niclosamide + Prednisone'}]","Abiraterone Acetate, Niclosamide, and Prednisone in Treating Patients With Hormone-Resistant Prostate Cancer",4697
54,NCT03012321,Phase II,Recruiting,"[{'id': 5226, 'therapyName': 'Abiraterone + Prednisone + Olaparib'}, {'id': 2748, 'therapyName': 'Abiraterone + Prednisone'}, {'id': 837, 'therapyName': 'Olaparib'}]","Abiraterone Acetate, Olaparib, and Prednisone in Treating Patients With Metastatic Hormone-Resistant Prostate Cancer With DNA Repair Defects",4697
55,NCT01715285,Phase III,"Active, not recruiting","[{'id': 2748, 'therapyName': 'Abiraterone + Prednisone'}]","A Study of Abiraterone Acetate Plus Low-Dose Prednisone Plus Androgen Deprivation Therapy (ADT) Versus ADT Alone in Newly Diagnosed Participants With High-Risk, Metastatic Hormone-Naive Prostate Cancer (mHNPC)",4697
56,NCT01688492,Phase Ib/II,"Active, not recruiting","[{'id': 2748, 'therapyName': 'Abiraterone + Prednisone'}, {'id': 779, 'therapyName': 'Ipilimumab'}]",Combining Ipilimumab With Abiraterone Acetate Plus Prednisone in Chemotherapy and Immunotherapy-na&#239;ve Patients With Progressive Metastatic Castration-resistant Prostate Cancer,4697
57,NCT01940276,Phase II,"Active, not recruiting","[{'id': 2748, 'therapyName': 'Abiraterone + Prednisone'}]",Abiraterone Race in Metastatic Castrate-resistant Prostate Cancer,4697
58,NCT02218606,Phase II,Recruiting,"[{'id': 1571, 'therapyName': 'Cabazitaxel'}, {'id': 2748, 'therapyName': 'Abiraterone + Prednisone'}]",Multicenter Trial of Abiraterone Acetate With or Without Cabazitaxel in Treatment of Metastatic Castration Resistant Prostate Cancer,4697
59,NCT02429193,Phase II,Recruiting,"[{'id': 1262, 'therapyName': 'Enzalutamide'}, {'id': 2748, 'therapyName': 'Abiraterone + Prednisone'}]",Biomarkers of Androgen Response and Resistance In Evolution During a Rising PSA (BARRIER-P),4697
60,NCT03016741,FDA approved,Recruiting,"[{'id': 1262, 'therapyName': 'Enzalutamide'}, {'id': 2748, 'therapyName': 'Abiraterone + Prednisone'}]",Cognitive Effects of Androgen Receptor Directed Therapies for Advanced Prostate Cancer,4697
61,NCT02960022,Phase II,Recruiting,"[{'id': 5371, 'therapyName': 'Enzalutamide + Abiraterone + Prednisone'}, {'id': 1262, 'therapyName': 'Enzalutamide'}]",A Study for Subjects With Prostate Cancer Who Previously Participated in an Enzalutamide Clinical Study,4697
0,NCT02540876,Phase I,Recruiting,"[{'id': 975, 'therapyName': 'ABT-348'}]",Ilorasertib in Treating Patients With CDKN2A-deficient Advanced or Metastatic Solid Cancers That Cannot Be Removed by Surgery,7082
1,NCT02478320,Phase II,Recruiting,"[{'id': 975, 'therapyName': 'ABT-348'}]",Phase II Study of Ilorasertib (ABT348) in Patients With CDKN2A Deficient Solid Tumors,7082
0,NCT02573324,Phase II,Recruiting,"[{'id': 976, 'therapyName': 'ABT-414'}, {'id': 1141, 'therapyName': 'Temozolomide'}]",A Study of ABT-414 in Subjects With Newly Diagnosed Glioblastoma (GBM) With Epidermal Growth Factor Receptor (EGFR) Amplification,7085
1,NCT02343406,Phase II,Recruiting,"[{'id': 2075, 'therapyName': 'Lomustine'}, {'id': 976, 'therapyName': 'ABT-414'}, {'id': 1141, 'therapyName': 'Temozolomide'}]",ABT-414 Alone or ABT-414 Plus Temozolomide vs. Lomustine or Temozolomide for Recurrent Glioblastoma,7085
2,NCT01741727,Phase II,Completed,"[{'id': 976, 'therapyName': 'ABT-414'}]",A Study of ABT-414 in Subjects With Solid Tumors,7085
3,NCT01800695,Phase I,Completed,"[{'id': 1141, 'therapyName': 'Temozolomide'}, {'id': 976, 'therapyName': 'ABT-414'}]",Evaluating the Safety and Pharmacokinetics of ABT-414 for Subjects With Glioblastoma Multiforme,7085
0,NCT01472016,Phase I,Completed,"[{'id': 720, 'therapyName': 'Docetaxel'}, {'id': 1063, 'therapyName': 'ABT-700'}, {'id': 694, 'therapyName': 'Cetuximab'}, {'id': 4, 'therapyName': 'Erlotinib'}, {'id': 1315, 'therapyName': 'FOLFIRI'}]",Study of ABT-700 in Subjects With Advanced Solid Tumors,7182
0,NCT02448251,Phase Ib/II,Recruiting,"[{'id': 2909, 'therapyName': 'AC0010MA'}]","Safety, Pharmacokinetic and Preliminary Efficacy Study of AC0010MA in Advanced Non Small Cell Lung Cancer",7832
0,NCT02448303,Phase II,"Active, not recruiting","[{'id': 1605, 'therapyName': 'Acalabrutinib'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab Alone and In Combination With ACP-196 in Subjects With Advanced Non-small Cell Lung Cancer,7296
1,NCT02351739,Phase II,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1605, 'therapyName': 'Acalabrutinib'}]",Study of the Combination of ACP-196 and Pembrolizumab in Subjects With Platinum-refractory Metastatic Bladder Cancer,7296
2,NCT02570711,Phase II,Terminated,"[{'id': 1605, 'therapyName': 'Acalabrutinib'}, {'id': 1779, 'therapyName': 'Nab-paclitaxel + Gemcitabine'}]",Study of Nab Paclitaxel/Gemcitabine Alone and in Combination With ACP-196 in Subjects With Previously Untreated Metastatic Pancreatic Cancer,7296
3,NCT02586857,Phase Ib/II,Recruiting,"[{'id': 1605, 'therapyName': 'Acalabrutinib'}]","A Phase 1b/2, Multicenter, Open-label Study of ACP-196 in Subjects With Recurrent Glioblastoma Multiforme (GBM)",7296
4,NCT02328014,Phase Ib/II,Recruiting,"[{'id': 3265, 'therapyName': 'ACP-319'}, {'id': 1605, 'therapyName': 'Acalabrutinib'}]","ACP-196 in Combination With ACP-319, for Treatment of B-Cell Malignancies",7296
5,NCT02029443,Phase Ib/II,"Active, not recruiting","[{'id': 1605, 'therapyName': 'Acalabrutinib'}]","ACP-196, a Novel Bruton Tyrosine Kinase (Btk) Inhibitor, for Treatment of Chronic Lymphocytic Leukemia",7296
6,NCT02180711,Phase I,"Active, not recruiting","[{'id': 1605, 'therapyName': 'Acalabrutinib'}]","An Open-label, Phase 1b Study of ACP 196 in Subjects With Follicular Lymphoma",7296
7,NCT02537444,Phase II,"Active, not recruiting","[{'id': 1605, 'therapyName': 'Acalabrutinib'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",ACP-196 Alone and in Combination With Pembrolizumab in Subjects With Recurrent Ovarian Cancer (KEYNOTE191),7296
8,NCT02362035,Phase Ib/II,"Active, not recruiting","[{'id': 1605, 'therapyName': 'Acalabrutinib'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]","ACP-196 in Combination With Pembrolizumab, for Treatment of Hematologic Malignancies (KEYNOTE145)",7296
9,NCT02213926,Phase II,"Active, not recruiting","[{'id': 1605, 'therapyName': 'Acalabrutinib'}]","An Open-label, Phase 2 Study of ACP 196 in Subjects With Mantle Cell Lymphoma",7296
10,NCT02970318,Phase III,Recruiting,"[{'id': 2324, 'therapyName': 'Bendamustine + Idelalisib + Rituximab'}, {'id': 1605, 'therapyName': 'Acalabrutinib'}]",A Study of Acalabrutinib vs Investigator's Choice of Idelalisib Plus Rituximab or Bendamustine Plus Rituximab in R/R CLL,7296
11,NCT02211014,Phase I,"Active, not recruiting","[{'id': 1605, 'therapyName': 'Acalabrutinib'}, {'id': 1390, 'therapyName': 'Dexamethasone'}]","An Open-Label, Phase 1b Study of ACP-196 With and Without Dexamethasone in Subjects With Multiple Myeloma",7296
12,NCT02337829,Phase II,Recruiting,"[{'id': 1605, 'therapyName': 'Acalabrutinib'}]",ACP-196 in Patients With Relapsed/Refractory and Treatment naïve Deletion 17p CLL/SLL,7296
13,NCT02717611,Phase II,"Active, not recruiting","[{'id': 1605, 'therapyName': 'Acalabrutinib'}]",A Study of ACP-196 (Acalabrutinib) in Subjects With Relapsed/Refractory CLL and Intolerant of Ibrutinib Therapy,7296
14,NCT02475681,Phase III,"Active, not recruiting","[{'id': 1605, 'therapyName': 'Acalabrutinib'}, {'id': 3035, 'therapyName': 'Chlorambucil'}, {'id': 1646, 'therapyName': 'Obinutuzumab'}]","Elevate CLL TN: Study of Obinutuzumab + Chlorambucil, ACP-196 + Obinutuzumab, and ACP-196 in Subjects With Previously Untreated CLL",7296
15,NCT02477696,Phase III,Recruiting,"[{'id': 1605, 'therapyName': 'Acalabrutinib'}, {'id': 768, 'therapyName': 'Ibrutinib'}]",Elevate CLL R/R: Study of ACP-196 Versus Ibrutinib in Previously Treated Subjects With High Risk Chronic Lymphocytic Leukemia,7296
16,NCT02180724,Phase I,"Active, not recruiting","[{'id': 1605, 'therapyName': 'Acalabrutinib'}]","An Open-label, Phase 1b Study of ACP 196 in Subjects With Waldenström Macroglobulinemia",7296
17,NCT02362048,Phase II,"Active, not recruiting","[{'id': 1605, 'therapyName': 'Acalabrutinib'}, {'id': 1447, 'therapyName': 'Pembrolizumab'}]",ACP-196 Alone and in Combination With Pembrolizumab in Subjects With Advanced or Metastatic Pancreatic Cancer,7296
18,NCT02454179,Phase II,"Active, not recruiting","[{'id': 1447, 'therapyName': 'Pembrolizumab'}, {'id': 1605, 'therapyName': 'Acalabrutinib'}]",Study of the Combination of ACP-196 and Pembrolizumab in Subjects With Advanced Head and Neck Squamous Cell Carcinoma,7296
19,NCT02717624,Phase I,"Active, not recruiting","[{'id': 3996, 'therapyName': 'Acalabrutinib + Bendamustine + Rituximab'}]",A Study of ACP-196 in Combination With Bendamustine and Rituximab in Subjects With Mantle Cell Lymphoma,7296
20,NCT02972840,Phase III,Recruiting,"[{'id': 2323, 'therapyName': 'Bendamustine + Rituximab'}, {'id': 3996, 'therapyName': 'Acalabrutinib + Bendamustine + Rituximab'}]",A Study of Bendamustine and Rituximab Alone Versus in Combination With Acalabrutinib in Subjects With Previously Untreated Mantle Cell Lymphoma,7296
21,NCT02296918,Phase I,"Active, not recruiting","[{'id': 3477, 'therapyName': 'Acalabrutinib + Obinutuzumab'}]",ACP-196 in Combination With Obinutuzumab in Relapsed/Refractory or Untreated CLL/SLL/PLL,7296
22,NCT03205046,Phase Ib/II,Recruiting,"[{'id': 6188, 'therapyName': 'Acalabrutinib + Vistusertib'}]",A Study of Acalabrutinib and Vistusertib in Subjects With Relapsed/Refractory B-cell Malignancies,7296
0,NCT02328014,Phase Ib/II,Recruiting,"[{'id': 3265, 'therapyName': 'ACP-319'}, {'id': 1605, 'therapyName': 'Acalabrutinib'}]","ACP-196 in Combination With ACP-319, for Treatment of B-Cell Malignancies",7997
0,NCT03050814,Phase II,Suspended,"[{'id': 1524, 'therapyName': 'Fluorouracil + Bevacizumab + Capecitabine + Leucovorin + Oxaliplatin'}, {'id': 5336, 'therapyName': 'Ad-CEA + Bevacizumab + FOLFOX'}]",Standard of Care Alone or in Combination With Ad-CEA Vaccine and Avelumab in People With Previously Untreated Metastatic Colorectal Cancer,8666
0,NCT02423902,Phase Ib/II,"Active, not recruiting","[{'id': 4250, 'therapyName': 'Ad-RTS-IL-12 plus AL'}]",A Study of Ad-RTS-hIL-12 With Veledimex in Subjects With Breast Cancer,8388
0,NCT03281382,Phase I,Recruiting,"[{'id': 6283, 'therapyName': 'Ad5-yCD/mutTKSR39rep-hIL12 '}]",Phase 1 Trial of Interleukin 12 Gene Therapy for Metastatic Pancreatic Cancer,8963
0,NCT02842125,Phase I,Recruiting,"[{'id': 5879, 'therapyName': 'Ad5CMV-p53 gene + Capecitabine'}]",Safety and Efficacy of Intra-Arterial Ad-p53 in Liver Metastases of Solid Tumors,7088
0,NCT03125200,Phase I,Recruiting,"[{'id': 5689, 'therapyName': 'ADCT-502'}]",Study of ADCT-502 in Patients With Advanced Solid Tumors With HER2 Expression,8744
0,NCT01825603,Phase I,Recruiting,"[{'id': 4952, 'therapyName': 'ADH-1 + Cisplatin + Gemcitabine'}]","ADH-1, Gemcitabine Hydrochloride and Cisplatin in Treating Patients With Metastatic Pancreatic or Biliary Tract Cancer That Cannot Be Removed By Surgery",8580
0,NCT02101593,Phase I,Completed,"[{'id': 2424, 'therapyName': 'ADI-PEG 20'}]",Ph 1 Trial of ADI PEG 20 Plus Sorafenib to Treat Patients With Liver Cancer,7526
0,NCT02831933,Phase II,Recruiting,"[{'id': 4462, 'therapyName': 'AdV-tk + Nivolumab'}]",Trial of Stereotactic Body Radiation and Gene Therapy Before Nivolumab for Metastatic Non-Small Cell Lung Carcinoma (ENSIGN),8460
