,nctId,phase,recruitment,therapies,title,Therapies_id
8,NCT01848067,Phase Ib/II,"Active, not recruiting","[{'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 2188, 'therapyName': 'Prednisone'}, {'id': 626, 'therapyName': 'Alisertib'}]","Alisertib, Abiraterone Acetate and Prednisone in Treating Patients With Hormone-Resistant Prostate Cancer",1805
9,NCT01717053,Phase II,"Active, not recruiting","[{'id': 795, 'therapyName': 'Leuprolide'}, {'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 2188, 'therapyName': 'Prednisone'}, {'id': 759, 'therapyName': 'Goserelin'}]","Abiraterone, Radiotherapy and Short-Term Androgen Deprivation in Unfavorable Localized Prostate Cancer",1805
10,NCT01485861,Phase II,"Active, not recruiting","[{'id': 750, 'therapyName': 'GDC-0980'}, {'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 747, 'therapyName': 'Ipatasertib'}]",Study of GDC-0068 Or GDC-0980 With Abiraterone Acetate Versus Abiraterone Acetate in Patients With Castration-Resistant Prostate Cancer Previously Treated With Docetaxel Chemotherapy,1805
11,NCT01681433,Phase II,Terminated,"[{'id': 2188, 'therapyName': 'Prednisone'}, {'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 1807, 'therapyName': 'OGX-427'}]",OGX-427 in Metastatic Castrate-Resistant Prostate Cancer With Prostate-Specific Antigen Progression While Receiving Abiraterone,1805
12,NCT01751451,Phase II,"Active, not recruiting","[{'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 1814, 'therapyName': 'Degarelix'}]","3-arm Study of Abiraterone Acetate Alone, Abiraterone Acetate Plus Degarelix, a GnRH Antagonist, and Degarelix Alone for Patients With Prostate Cancer With a Rising PSA or a Rising PSA and Nodal Disease Following Definitive Radical Prostatectomy",1805
13,NCT02217566,Phase II,"Active, not recruiting","[{'id': 1805, 'therapyName': 'Abiraterone'}]","Study of Abiraterone Acetate in Participants With Metastatic Castration-Resistant Prostate Cancer (mCRPC), Chemo-Naive, Who Received a Prior Diethylstilbestrol Therapy",1805
14,NCT01972217,Phase II,"Active, not recruiting","[{'id': 2188, 'therapyName': 'Prednisone'}, {'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 837, 'therapyName': 'Olaparib'}]",Ph II Study to Evaluate Olaparib With Abiraterone in Treating Metastatic Castration Resistant Prostate Cancer,1805
15,NCT03072238,Phase III,Recruiting,"[{'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 5438, 'therapyName': 'Abiraterone + Ipatasertib'}]","Ipatasertib Plus Abiraterone Plus Prednisone/Prednisolone, Relative to Placebo Plus Abiraterone Plus Prednisone/Prednisolone in Adult Male Patients With Metastatic Castrate-Resistant Prostate Cancer",1805
16,NCT02403505,Phase II,"Active, not recruiting","[{'id': 1262, 'therapyName': 'Enzalutamide'}, {'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 2188, 'therapyName': 'Prednisone'}, {'id': 1814, 'therapyName': 'Degarelix'}]",Discovery Stage Clinical Study About Oncology Drugs and Single Nucleotide Polymorphisms,1805
17,NCT01517802,Phase III,Recruiting,"[{'id': 1805, 'therapyName': 'Abiraterone'}]",A Study That Provides Long-term Safety Follow-up and Examines Long-term Exposure to Abiraterone Acetate,1805
18,NCT02043678,Phase III,"Active, not recruiting","[{'id': 2188, 'therapyName': 'Prednisone'}, {'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 2001, 'therapyName': 'radium Ra 223 dichloride'}]","Radium-223 Dichloride and Abiraterone Acetate Compared to Placebo and Abiraterone Acetate for Men With Cancer of the Prostate When Medical or Surgical Castration Does Not Work and When the Cancer Has Spread to the Bone, Has Not Been Treated With Chemotherapy and is Causing no or Only Mild Symptoms",1805
19,NCT01786265,Phase II,"Active, not recruiting","[{'id': 759, 'therapyName': 'Goserelin'}, {'id': 1814, 'therapyName': 'Degarelix'}, {'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 2188, 'therapyName': 'Prednisone'}, {'id': 795, 'therapyName': 'Leuprolide'}]",Finite Androgen Ablation vs. Finite Androgen Ablation in Combination With Abiraterone Acetate and Prednisone,1805
20,NCT02788201,Phase II,Recruiting,"[{'id': 4, 'therapyName': 'Erlotinib'}, {'id': 2563, 'therapyName': 'Thiotepa'}, {'id': 770, 'therapyName': 'Imatinib'}, {'id': 1154, 'therapyName': 'Dacarbazine'}, {'id': 640, 'therapyName': 'Arsenic trioxide'}, {'id': 1022, 'therapyName': 'Idarubicin'}, {'id': 1133, 'therapyName': 'Mitomycin C'}, {'id': 1641, 'therapyName': 'Thioguanine'}, {'id': 1640, 'therapyName': 'Mercaptopurine'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 1767, 'therapyName': 'Cladribine'}, {'id': 1013, 'therapyName': 'epirubicin'}, {'id': 755, 'therapyName': 'Gemcitabine'}, {'id': 1009, 'therapyName': 'Doxorubicin'}, {'id': 1137, 'therapyName': 'Bleomycin'}, {'id': 1136, 'therapyName': 'Etoposide'}, {'id': 751, 'therapyName': 'Gefitinib'}, {'id': 1006, 'therapyName': 'Daunorubicin'}, {'id': 2075, 'therapyName': 'Lomustine'}, {'id': 920, 'therapyName': 'Sorafenib'}, {'id': 930, 'therapyName': 'Sunitinib'}, {'id': 1441, 'therapyName': 'Ifosfamide'}, {'id': 2206, 'therapyName': 'Asparaginase'}, {'id': 781, 'therapyName': 'Ixabepilone'}, {'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 651, 'therapyName': 'Azacitidine'}, {'id': 907, 'therapyName': 'Ruxolitinib'}, {'id': 650, 'therapyName': 'Decitabine'}, {'id': 649, 'therapyName': 'Axitinib'}, {'id': 2950, 'therapyName': 'Estramustine'}, {'id': 1941, 'therapyName': 'Floxuridine'}, {'id': 787, 'therapyName': 'Lapatinib'}, {'id': 1811, 'therapyName': 'Carmustine'}, {'id': 1166, 'therapyName': 'Fludarabine'}, {'id': 829, 'therapyName': 'Nilotinib'}, {'id': 700, 'therapyName': 'Cisplatin'}, {'id': 956, 'therapyName': 'Vismodegib'}, {'id': 953, 'therapyName': 'Vandetanib'}, {'id': 1207, 'therapyName': 'Melphalan'}, {'id': 1206, 'therapyName': 'Busulfan'}, {'id': 1092, 'therapyName': 'Carboplatin'}, {'id': 4419, 'therapyName': 'Toremifine'}, {'id': 706, 'therapyName': 'Crizotinib'}, {'id': 2601, 'therapyName': 'Dactinomycin'}, {'id': 936, 'therapyName': 'Temsirolimus'}, {'id': 1077, 'therapyName': 'Vorinostat'}, {'id': 1075, 'therapyName': 'romidepsin'}, {'id': 1715, 'therapyName': 'Fluorouracil'}, {'id': 1074, 'therapyName': 'Irinotecan'}, {'id': 688, 'therapyName': 'Bortezomib'}, {'id': 1456, 'therapyName': 'Tamoxifen'}, {'id': 942, 'therapyName': 'Topotecan'}, {'id': 3035, 'therapyName': 'Chlorambucil'}, {'id': 3161, 'therapyName': 'Pentostatin'}, {'id': 728, 'therapyName': 'Eribulin'}, {'id': 1624, 'therapyName': 'Carfilzomib'}, {'id': 342, 'therapyName': 'Vemurafenib'}, {'id': 1750, 'therapyName': 'Hydroxyurea'}, {'id': 738, 'therapyName': 'Exemestane'}, {'id': 1631, 'therapyName': 'Vincristine'}, {'id': 717, 'therapyName': 'Dasatinib'}, {'id': 1740, 'therapyName': 'Mitoxantrone'}, {'id': 2635, 'therapyName': 'Vinblastine'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1877, 'therapyName': 'Tretinoin  '}, {'id': 1746, 'therapyName': 'Clofarabine'}, {'id': 4305, 'therapyName': 'Teniposide'}, {'id': 720, 'therapyName': 'Docetaxel'}, {'id': 848, 'therapyName': 'Pazopanib'}, {'id': 1104, 'therapyName': 'Oxaliplatin'}, {'id': 4304, 'therapyName': 'Streptozocin'}, {'id': 1103, 'therapyName': 'Paclitaxel'}, {'id': 1231, 'therapyName': 'Bendamustine'}, {'id': 4303, 'therapyName': 'Mechlorethamine'}, {'id': 4302, 'therapyName': 'Mitotane'}]",Genomic Based Assignment of Therapy in Advanced Urothelial Carcinoma,1805
21,NCT01503229,Phase II,"Active, not recruiting","[{'id': 2188, 'therapyName': 'Prednisone'}, {'id': 1805, 'therapyName': 'Abiraterone'}]",Abiraterone Acetate in Treating Patients With Metastatic Hormone-Resistant Prostate Cancer,1805
22,NCT02353715,Phase I,Recruiting,"[{'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 1262, 'therapyName': 'Enzalutamide'}, {'id': 2648, 'therapyName': 'Sipuleucel-T'}]","Men With Metastatic Castrate-Resistant Prostate Cancer Treated With Either Sipuleucel-T (Provenge), Abiraterone Acetate (Zytiga) or Enzalutamide (Xtandi) Undergoing Cardiopulmonary EXercise Testing",1805
23,NCT01543776,Phase II,"Active, not recruiting","[{'id': 1805, 'therapyName': 'Abiraterone'}]",Food Effect Study of Abiraterone Acetate for Treatment of Patients With Castration-Resistant Prostate Cancer,1805
24,NCT02025010,Phase II,"Active, not recruiting","[{'id': 1805, 'therapyName': 'Abiraterone'}]",Phase II Clinical Trial of Abiraterone Acetate Without Exogenous Glucocorticoids in Men With Castration-resistant Prostate Cancer With Correlative Assessment of Hormone Intermediates.,1805
25,NCT01553188,Phase II,"Active, not recruiting","[{'id': 2188, 'therapyName': 'Prednisone'}, {'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 1218, 'therapyName': 'Trebananib'}]",AMG 386 and Abiraterone for Advanced Prostate Cancer,1805
26,NCT02379390,Phase II,Terminated,"[{'id': 2188, 'therapyName': 'Prednisone'}, {'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 1262, 'therapyName': 'Enzalutamide'}, {'id': 1571, 'therapyName': 'Cabazitaxel'}]",Cabazitaxel Versus the Switch to Alternative AR Targeted Therapy Enzalutamide or Abiraterone in Metastatic Castration-Resistant Prostate Cancer (mCRPC) Primary Resistant Patients to Abiraterone or Enz (PRIMCAB),1805
27,NCT01845792,Phase II,Completed,"[{'id': 1571, 'therapyName': 'Cabazitaxel'}, {'id': 1805, 'therapyName': 'Abiraterone'}]",Study of Abiraterone Acetate and Prednisone in Combination With Cabazitaxel in Patients With Prostate Cancer,1805
28,NCT01961843,Phase I,"Active, not recruiting","[{'id': 2188, 'therapyName': 'Prednisone'}, {'id': 1805, 'therapyName': 'Abiraterone'}]",Abiraterone Acetate for Castrate Resistant Prostate Cancer,1805
29,NCT02415621,Phase I,Recruiting,"[{'id': 1805, 'therapyName': 'Abiraterone'}]",Adaptive Abiraterone Therapy for Metastatic Castration Resistant Prostate Cancer,1805
30,NCT02125357,Phase II,"Active, not recruiting","[{'id': 1262, 'therapyName': 'Enzalutamide'}, {'id': 1805, 'therapyName': 'Abiraterone'}]",Sequencing Abiraterone and Enzalutamide in mCRPC,1805
31,NCT02090114,Phase II,Recruiting,"[{'id': 2591, 'therapyName': 'Andriol'}, {'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 1262, 'therapyName': 'Enzalutamide'}]",RE-sensitizing With Supraphysiologic Testosterone to Overcome REsistant (The RESTORE Study),1805
0,NCT02849990,Phase II,Recruiting,"[{'id': 4510, 'therapyName': 'Abiraterone + ARN-509 + Degarelix + Indomethacin + Prednisone'}]","Androgen Receptor Antagonist ARN-509, Abiraterone Acetate, Prednisone, Degarelix, and Indomethacin in Treating Patients With Localized Prostate Cancer Before Surgery",4510
0,NCT03009981,Phase III,Recruiting,"[{'id': 5523, 'therapyName': 'Abiraterone + ARN-509 + Degarelix + Prednisone'}, {'id': 5524, 'therapyName': 'ARN-509 + Degarelix'}, {'id': 1814, 'therapyName': 'Degarelix'}]",A Study of Androgen Annihilation in High-Risk Biochemically Relapsed Prostate Cancer,5523
0,NCT02913196,Phase I,Recruiting,"[{'id': 4767, 'therapyName': 'Abiraterone + ARN-509 + Docetaxel + Prednisone'}]","Phase I Trial of Apalutamide Plus Abiraterone Acetate, Docetaxel, and Prednisone in Patients With mCRPC",4767
0,NCT03141671,Phase II,Not yet recruiting,"[{'id': 5742, 'therapyName': 'Bicalutamide + Gonadorelin'}, {'id': 5743, 'therapyName': 'Abiraterone + ARN-509 + Gonadorelin + Prednisone'}]",Randomized Phase II Study of Salvage XRT + ADT +/- Abiraterone and Apalutamide for Rising PSA After RP (FORMULA-509),5743
0,NCT02772588,Phase II,Recruiting,"[{'id': 4206, 'therapyName': 'Abiraterone + ARN-509 + Leuprolide'}]",AASUR in High Risk Prostate Cancer,4206
1,NCT03298087,Phase II,Not yet recruiting,"[{'id': 4206, 'therapyName': 'Abiraterone + ARN-509 + Leuprolide'}]",Systemic and Tumor-Directed Therapy for Oligometastatic Prostate Cancer,4206
0,NCT02903368,Phase II,Recruiting,"[{'id': 3079, 'therapyName': 'Abiraterone + Leuprolide + Prednisone'}, {'id': 4758, 'therapyName': 'Abiraterone + ARN-509 + Leuprolide + Prednisone'}]",Neoadjuvant And Adjuvant Abiraterone Acetate + Aptilutamide Prostate Cancer Undergoing Prostatectomy,4758
0,NCT02703623,Phase II,Recruiting,"[{'id': 779, 'therapyName': 'Ipilimumab'}, {'id': 2649, 'therapyName': 'Abiraterone + ARN-509 + Prednisone'}, {'id': 3844, 'therapyName': 'Cabazitaxel + Carboplatin'}]",A Dynamic Allocation Modular Sequential Trial of Approved and Promising Therapies in Men With Metastatic Castrate Resistant Prostate Cancer (DynaMO),2649
1,NCT02123758,Phase I,"Active, not recruiting","[{'id': 2649, 'therapyName': 'Abiraterone + ARN-509 + Prednisone'}]",A Study of JNJ-56021927 (ARN-509) and Abiraterone Acetate in Participants With Metastatic Castration-Resistant Prostate Cancer,2649
2,NCT02531516,Phase III,Recruiting,"[{'id': 2649, 'therapyName': 'Abiraterone + ARN-509 + Prednisone'}, {'id': 1507, 'therapyName': 'Bicalutamide'}]",An Efficacy and Safety Study of JNJ-56021927 (ARN-509) in High-risk Prostate Cancer Subjects Receiving Primary Radiation Therapy,2649
3,NCT03098836,Phase II,Recruiting,"[{'id': 2649, 'therapyName': 'Abiraterone + ARN-509 + Prednisone'}]",Apalutamide and Abiraterone Acetate in African American and Caucasian Men With Metastatic Castrate Resistant Prostate Cancer,2649
4,NCT03279250,Phase II,Not yet recruiting,"[{'id': 759, 'therapyName': 'Goserelin'}, {'id': 2050, 'therapyName': 'Triptorelin'}, {'id': 2649, 'therapyName': 'Abiraterone + ARN-509 + Prednisone'}, {'id': 795, 'therapyName': 'Leuprolide'}, {'id': 1947, 'therapyName': 'ARN-509'}]",Effects of Apalutamide Plus LHRH Agonist or Apalutamide Plus Abiraterone Acetate Plus LHRH Agonist for Six Months for Prostate Cancer Patients at High Risk for Recurrence,2649
5,NCT02949284,Phase II,Recruiting,"[{'id': 1947, 'therapyName': 'ARN-509'}, {'id': 2649, 'therapyName': 'Abiraterone + ARN-509 + Prednisone'}]","Androgen Receptor Antagonist ARN-509 With or Without Abiraterone Acetate, Gonadotropin-Releasing Hormone Analog, and Prednisone in Treating Patients With High-Risk Prostate Cancer Undergoing Surgery",2649
0,NCT01741753,Phase I,Terminated,"[{'id': 2499, 'therapyName': 'Abiraterone + BKM120 + Prednisone'}]",BKM120+Abiraterone Acetate for Metastatic CRPC,2499
0,NCT02903160,Phase II,Recruiting,"[{'id': 4759, 'therapyName': 'Abiraterone + Cabazitaxel + Carboplatin + Enzalutamide + Prednisone'}]","Prostate Cancer Intensive, Non-Cross Reactive Therapy (PRINT) for Castration Resistant Prostate Cancer (CRPC)",4759
0,NCT01254864,Phase II,"Active, not recruiting","[{'id': 1817, 'therapyName': 'Abiraterone + Sunitinib'}, {'id': 1818, 'therapyName': 'Abiraterone + Dasatinib\t'}]",Maximum Androgen Depletion,1818
0,NCT02758132,Phase I,Terminated,"[{'id': 4182, 'therapyName': 'Abiraterone + Denosumab + Enzalutamide + Prednisone'}, {'id': 4183, 'therapyName': 'Denosumab + Enzalutamide'}]","Denosumab Plus Enzalutamide, Abiraterone and Prednisone Compared to Denosumab Plus Enzalutamide Alone for Men With Castrate Resistant Prostate Cancer (CRPC) With Bone Metastases",4182
0,NCT03150056,Phase I,Recruiting,"[{'id': 6034, 'therapyName': 'Abiraterone + GSK525762'}, {'id': 6035, 'therapyName': 'Enzalutamide + GSK525762'}, {'id': 2188, 'therapyName': 'Prednisone'}]",Dose Escalation and Dose Expansion Study of GSK525762 in Combination With Androgen Deprivation Therapy and Other Agents in Subjects With Castrate-resistant Prostate Cancer,6034
0,NCT03072238,Phase III,Recruiting,"[{'id': 1805, 'therapyName': 'Abiraterone'}, {'id': 5438, 'therapyName': 'Abiraterone + Ipatasertib'}]","Ipatasertib Plus Abiraterone Plus Prednisone/Prednisolone, Relative to Placebo Plus Abiraterone Plus Prednisone/Prednisolone in Adult Male Patients With Metastatic Castrate-Resistant Prostate Cancer",5438
0,NCT02543255,Phase II,Recruiting,"[{'id': 1571, 'therapyName': 'Cabazitaxel'}, {'id': 3079, 'therapyName': 'Abiraterone + Leuprolide + Prednisone'}, {'id': 1476, 'therapyName': 'Pegfilgrastim'}]",Anti-Androgens and Cabazitaxel in Defining Complete Response in Prostatectomy (ACDC Trial),3079
1,NCT02903368,Phase II,Recruiting,"[{'id': 3079, 'therapyName': 'Abiraterone + Leuprolide + Prednisone'}, {'id': 4758, 'therapyName': 'Abiraterone + ARN-509 + Leuprolide + Prednisone'}]",Neoadjuvant And Adjuvant Abiraterone Acetate + Aptilutamide Prostate Cancer Undergoing Prostatectomy,3079
0,NCT02887976,Phase III,Not yet recruiting,"[{'id': 4678, 'therapyName': 'Abiraterone + Methylprednisolone'}]",Extension of SoluMatrix TM Abiraterone Acetate in Patients Who Completed Study Number CHL-AA-201,4678
0,NCT01828476,Phase II,Terminated,"[{'id': 1316, 'therapyName': 'Hydroxychloroquine'}, {'id': 2597, 'therapyName': 'Abiraterone + Navitoclax'}]",Navitoclax and Abiraterone Acetate With or Without Hydroxychloroquine in Treating Patients With Progressive Metastatic Castrate Refractory Prostate Cancer,2597
0,NCT02807805,Phase II,Recruiting,"[{'id': 4377, 'therapyName': 'Abiraterone + Niclosamide + Prednisone'}]","Abiraterone Acetate, Niclosamide, and Prednisone in Treating Patients With Hormone-Resistant Prostate Cancer",4377
0,NCT03012321,Phase II,Recruiting,"[{'id': 5226, 'therapyName': 'Abiraterone + Prednisone + Olaparib'}, {'id': 2748, 'therapyName': 'Abiraterone + Prednisone'}, {'id': 837, 'therapyName': 'Olaparib'}]","Abiraterone Acetate, Olaparib, and Prednisone in Treating Patients With Metastatic Hormone-Resistant Prostate Cancer With DNA Repair Defects",2748
1,NCT01715285,Phase III,"Active, not recruiting","[{'id': 2748, 'therapyName': 'Abiraterone + Prednisone'}]","A Study of Abiraterone Acetate Plus Low-Dose Prednisone Plus Androgen Deprivation Therapy (ADT) Versus ADT Alone in Newly Diagnosed Participants With High-Risk, Metastatic Hormone-Naive Prostate Cancer (mHNPC)",2748
2,NCT01688492,Phase Ib/II,"Active, not recruiting","[{'id': 2748, 'therapyName': 'Abiraterone + Prednisone'}, {'id': 779, 'therapyName': 'Ipilimumab'}]",Combining Ipilimumab With Abiraterone Acetate Plus Prednisone in Chemotherapy and Immunotherapy-na&#239;ve Patients With Progressive Metastatic Castration-resistant Prostate Cancer,2748
3,NCT01940276,Phase II,"Active, not recruiting","[{'id': 2748, 'therapyName': 'Abiraterone + Prednisone'}]",Abiraterone Race in Metastatic Castrate-resistant Prostate Cancer,2748
4,NCT02218606,Phase II,Recruiting,"[{'id': 1571, 'therapyName': 'Cabazitaxel'}, {'id': 2748, 'therapyName': 'Abiraterone + Prednisone'}]",Multicenter Trial of Abiraterone Acetate With or Without Cabazitaxel in Treatment of Metastatic Castration Resistant Prostate Cancer,2748
5,NCT02429193,Phase II,Recruiting,"[{'id': 1262, 'therapyName': 'Enzalutamide'}, {'id': 2748, 'therapyName': 'Abiraterone + Prednisone'}]",Biomarkers of Androgen Response and Resistance In Evolution During a Rising PSA (BARRIER-P),2748
6,NCT03016741,FDA approved,Recruiting,"[{'id': 1262, 'therapyName': 'Enzalutamide'}, {'id': 2748, 'therapyName': 'Abiraterone + Prednisone'}]",Cognitive Effects of Androgen Receptor Directed Therapies for Advanced Prostate Cancer,2748
0,NCT03012321,Phase II,Recruiting,"[{'id': 5226, 'therapyName': 'Abiraterone + Prednisone + Olaparib'}, {'id': 2748, 'therapyName': 'Abiraterone + Prednisone'}, {'id': 837, 'therapyName': 'Olaparib'}]","Abiraterone Acetate, Olaparib, and Prednisone in Treating Patients With Metastatic Hormone-Resistant Prostate Cancer With DNA Repair Defects",5226
0,NCT01254864,Phase II,"Active, not recruiting","[{'id': 1817, 'therapyName': 'Abiraterone + Sunitinib'}, {'id': 1818, 'therapyName': 'Abiraterone + Dasatinib\t'}]",Maximum Androgen Depletion,1817
0,NCT02081378,Phase I,Recruiting,"[{'id': 2484, 'therapyName': 'ABL001'}, {'id': 829, 'therapyName': 'Nilotinib'}]","A Phase I, Multicenter, Open-label Study of Oral ABL001 in Patients With Chronic Myelogenous Leukemia (CML) or Philadelphia Chromosome-positive Acute Lymphoblastic Leukemia (Ph+ ALL)",2484
