,nctId,phase,recruitment,therapies,title,Indications_id
56,NCT02484430,Phase II,Recruiting,"[{'id': 1282, 'therapyName': 'Sapanisertib'}]",TORC1/2 Inhibitor INK128 in Treating Patients With Relapsed and/or Refractory Acute Lymphoblastic Leukemia,9952
57,NCT02487459,Phase I,Not yet recruiting,"[{'id': 6053, 'therapyName': 'BPX-501'}, {'id': 5992, 'therapyName': 'Rimiducid'}]",Safety Study of Gene Modified Donor T-Cells in Adults With Advanced Hematologic Malignancies,9952
58,NCT02518750,Phase II,Recruiting,"[{'id': 1604, 'therapyName': 'Panobinostat + Bortezomib + Dexamethasone'}, {'id': 1638, 'therapyName': 'Pegaspargase'}, {'id': 1640, 'therapyName': 'Mercaptopurine'}, {'id': 3160, 'therapyName': 'Nelarabine'}, {'id': 1740, 'therapyName': 'Mitoxantrone'}, {'id': 1631, 'therapyName': 'Vincristine'}, {'id': 3217, 'therapyName': 'Cyclophosphamide + Etoposide'}, {'id': 3216, 'therapyName': 'Cytarabine + Methotrexate + Prednisone'}, {'id': 1746, 'therapyName': 'Clofarabine'}]",Re-Induction Therapy for Relapsed Pediatric T-Cell Acute Lymphoblastic Leukemia or Lymphoma,9952
59,NCT02535806,Phase II,Terminated,"[{'id': 1631, 'therapyName': 'Vincristine'}, {'id': 688, 'therapyName': 'Bortezomib'}, {'id': 1638, 'therapyName': 'Pegaspargase'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1740, 'therapyName': 'Mitoxantrone'}, {'id': 2188, 'therapyName': 'Prednisone'}]",Four Drug Reinduction With Bortezomib for Relapsed or Refractory ALL or LL in Children and Young Adults,9952
60,NCT02538926,Phase II,Not yet recruiting,"[{'id': 770, 'therapyName': 'Imatinib'}, {'id': 897, 'therapyName': 'Rituximab'}, {'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 2188, 'therapyName': 'Prednisone'}, {'id': 3212, 'therapyName': 'Doxorubicin + Etoposide + Vincristine '}, {'id': 2206, 'therapyName': 'Asparaginase'}]","Etoposide, Prednisone, Vincristine Sulfate, Cyclophosphamide, and Doxorubicin Hydrochloride With Asparaginase in Treating Patients With Acute Lymphoblastic Leukemia or Lymphoblastic Lymphoma",9952
61,NCT02553460,Phase II,Recruiting,"[{'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 1740, 'therapyName': 'Mitoxantrone'}, {'id': 1390, 'therapyName': 'Dexamethasone'}, {'id': 688, 'therapyName': 'Bortezomib'}, {'id': 1136, 'therapyName': 'Etoposide'}, {'id': 1631, 'therapyName': 'Vincristine'}, {'id': 1638, 'therapyName': 'Pegaspargase'}, {'id': 1077, 'therapyName': 'Vorinostat'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 1642, 'therapyName': 'Leucovorin'}]",Total Therapy for Infants With Acute Lymphoblastic Leukemia (ALL) I,9952
62,NCT02614066,Phase Ib/II,Recruiting,"[{'id': 4829, 'therapyName': 'KTE-C19'}]",A Study Evaluating KTE-C19 in Adult Subjects With Relapsed/Refractory B-precursor Acute Lymphoblastic Leukemia (r/r ALL) (ZUMA-3) (ZUMA-3),9952
63,NCT02625480,Phase Ib/II,Recruiting,"[{'id': 4829, 'therapyName': 'KTE-C19'}]",A Multi-Center Study Evaluating KTE-C19 in Pediatric and Adolescent Subjects With Relapsed/Refractory B-precursor Acute Lymphoblastic Leukemia (ZUMA-4),9952
64,NCT02723994,Phase II,Recruiting,"[{'id': 2188, 'therapyName': 'Prednisone'}, {'id': 4685, 'therapyName': 'Dexamethasone + Doxorubicin'}, {'id': 1642, 'therapyName': 'Leucovorin'}, {'id': 2346, 'therapyName': 'Mercaptopurine + Thioguanine'}, {'id': 2394, 'therapyName': 'Asparaginase + Cytarabine'}, {'id': 907, 'therapyName': 'Ruxolitinib'}, {'id': 1848, 'therapyName': 'Cyclophosphamide + Methotrexate + Vincristine + Pegaspargase '}]",A Phase 2 Study of Ruxolitinib With Chemotherapy in Children With Acute Lymphoblastic Leukemia,9952
65,NCT02746952,Phase I,Recruiting,"[{'id': 5997, 'therapyName': 'UCART19'}]",Dose Escalation Study of UCART19 in Adult Patients With Relapsed / Refractory B-cell Acute Lymphoblastic Leukaemia (CALM),9952
66,NCT02767934,Phase II,Recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Pembrolizumab in Treating Minimal Residual Disease in Patients With Acute Lymphoblastic Leukemia,9952
67,NCT02790515,Phase II,Recruiting,"[{'id': 917, 'therapyName': 'Sirolimus'}, {'id': 1844, 'therapyName': 'anti-thymocyte globulin'}, {'id': 1876, 'therapyName': 'Blinatumomab '}, {'id': 1843, 'therapyName': 'Tacrolimus'}, {'id': 2563, 'therapyName': 'Thiotepa'}, {'id': 1207, 'therapyName': 'Melphalan'}, {'id': 1166, 'therapyName': 'Fludarabine'}, {'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 5682, 'therapyName': 'Mesna'}, {'id': 897, 'therapyName': 'Rituximab'}, {'id': 1632, 'therapyName': 'Filgrastim'}]",Provision of TCR?? T Cells and Memory T Cells Plus Selected Use of Blinatumomab in Naïve T-cell Depleted Haploidentical Donor Hematopoietic Cell Transplantation for Hematologic Malignancies Relapsed or Refractory Despite Prior Transplantation,9952
68,NCT02793544,Phase II,Recruiting,"[{'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 1206, 'therapyName': 'Busulfan'}, {'id': 917, 'therapyName': 'Sirolimus'}, {'id': 1845, 'therapyName': 'Mycophenolate mofetil'}, {'id': 5682, 'therapyName': 'Mesna'}, {'id': 1166, 'therapyName': 'Fludarabine'}]",HLA-Mismatched Unrelated Donor Bone Marrow Transplantation With Post-Transplantation Cyclophosphamide,9952
69,NCT02815059,Phase I,Recruiting,"[{'id': 4438, 'therapyName': 'Dasatinib + Ibrutinib + Prednisone'}]","Study of Pts With Philadelphia Chromosome-Pos ALL With Comb of Ibrutinib, Dasatinib, and Prednisone",9952
70,NCT02819804,Phase I,Recruiting,"[{'id': 1813, 'therapyName': 'Dasatinib + Nivolumab'}]",Nivolumab and Dasatinib in Treating Patients With Relapsed or Refractory Philadelphia Chromosome Positive Acute Lymphoblastic Leukemia,9952
71,NCT02861040,Phase I,Withdrawn,"[{'id': 4781, 'therapyName': 'Vincristine + Volasertib'}]",Volasertib and Vincristine Sulfate Liposome in Treating Patients With Relapsed or Refractory Acute Lymphoblastic Leukemia,9952
72,NCT02879695,Phase I,Recruiting,"[{'id': 4613, 'therapyName': 'Blinatumomab + Ipilimumab + Nivolumab'}]",Blinatumomab and Nivolumab With or Without Ipilimumab in Treating Patients With Poor-Risk Relapsed or Refractory CD19+ Precursor B-Lymphoblastic Leukemia,9952
73,NCT02906371,Phase I,Recruiting,"[{'id': 5647, 'therapyName': 'Tocilizumab'}]",Study of the Tocilizumab Optimization Timing for CART19 Associated Cytokine Release Syndrome,9952
74,NCT02935543,Phase II,Recruiting,"[{'id': 5999, 'therapyName': 'CART19 cells'}]",CART19 in Patient With ALL,9952
75,NCT02997761,Phase II,Recruiting,"[{'id': 5125, 'therapyName': 'Blinatumomab + Ibrutinib'}]",Ibrutinib and Blinatumomab in Treating Patients With Relapsed or Refractory B Acute Lymphoblastic Leukemia,9952
76,NCT03007147,Phase III,Recruiting,"[{'id': 1638, 'therapyName': 'Pegaspargase'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 1642, 'therapyName': 'Leucovorin'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1640, 'therapyName': 'Mercaptopurine'}, {'id': 1641, 'therapyName': 'Thioguanine'}, {'id': 1631, 'therapyName': 'Vincristine'}, {'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 770, 'therapyName': 'Imatinib'}, {'id': 1441, 'therapyName': 'Ifosfamide'}, {'id': 5153, 'therapyName': 'dexrazoxane'}, {'id': 1006, 'therapyName': 'Daunorubicin'}, {'id': 1390, 'therapyName': 'Dexamethasone'}, {'id': 5167, 'therapyName': 'Methylprednisolone'}, {'id': 1136, 'therapyName': 'Etoposide'}, {'id': 5168, 'therapyName': 'Prednisolone'}, {'id': 1009, 'therapyName': 'Doxorubicin'}]",Imatinib Mesylate and Combination Chemotherapy in Treating Patients With Newly Diagnosed Philadelphia Chromosome Positive Acute Lymphoblastic Leukemia,9952
77,NCT03016377,Phase I,Not yet recruiting,"[{'id': 3585, 'therapyName': 'Anti-CD19 CAR T'}]",Administration of Autologous CAR-T CD19 Antigen With Inducible Safety Switch in Patients With Relapsed/Refractory Acute Lymphoblastic Leukemia,9952
78,NCT03020030,Phase III,Recruiting,"[{'id': 3160, 'therapyName': 'Nelarabine'}, {'id': 5153, 'therapyName': 'dexrazoxane'}, {'id': 2206, 'therapyName': 'Asparaginase'}, {'id': 1631, 'therapyName': 'Vincristine'}, {'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1640, 'therapyName': 'Mercaptopurine'}, {'id': 1638, 'therapyName': 'Pegaspargase'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 1136, 'therapyName': 'Etoposide'}, {'id': 1009, 'therapyName': 'Doxorubicin'}, {'id': 1390, 'therapyName': 'Dexamethasone'}, {'id': 2188, 'therapyName': 'Prednisone'}, {'id': 717, 'therapyName': 'Dasatinib'}, {'id': 1642, 'therapyName': 'Leucovorin'}]",Treatment of Newly Diagnosed Acute Lymphoblastic Leukemia in Children and Adolescents,9952
79,NCT03023046,Phase II,Recruiting,"[{'id': 897, 'therapyName': 'Rituximab'}, {'id': 1009, 'therapyName': 'Doxorubicin'}, {'id': 1136, 'therapyName': 'Etoposide'}, {'id': 770, 'therapyName': 'Imatinib'}, {'id': 717, 'therapyName': 'Dasatinib'}, {'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 2188, 'therapyName': 'Prednisone'}, {'id': 1631, 'therapyName': 'Vincristine'}]","Etoposide, Prednisone, Vincristine Sulfate, Cyclophosphamide, and Doxorubicin in Treating Patients With Acute Lymphoblastic Leukemia or Lymphoblastic Lymphoma",9952
80,NCT03056339,Phase Ib/II,Recruiting,"[{'id': 6217, 'therapyName': 'Cyclophosphamide + Fludarabine phosphate + iC9/CAR.19/IL15-Transduced CB-NK'}]",Umbilical & Cord Blood (CB)- Derived CAR-Engineered NK Cells for B Lymphoid Malignancies,9952
81,NCT03069469,Phase I,Recruiting,"[{'id': 5760, 'therapyName': 'DCC-3014'}]",Study of DCC-3014 in Patients With Advanced Malignancies,9952
82,NCT03071276,Phase II,Recruiting,"[{'id': 5448, 'therapyName': 'Selinexor + Fludarabine phosphate + Cytarabine + Methotrexate + Prednisone'}]",Selinexor in Combination With Fludarabine and Cytarabine in Patients With Refractory or Relapsed Acute Myeloid Leukemia,9952
83,NCT03094611,Phase II,Not yet recruiting,"[{'id': 3199, 'therapyName': 'inotuzumab ozogamicin'}]",Study of Low Dose Inotuzumab Ozogamicin in Patients With Relapsed and Refractory CD22 Positive Acute Lymphocytic Leukemia,9952
84,NCT03104491,Phase Ib/II,Recruiting,"[{'id': 3199, 'therapyName': 'inotuzumab ozogamicin'}]",Inotuzumab Ozogamicin Post-Transplant For Acute Lymphocytic Leukemia,9952
85,NCT03110354,Phase I,Recruiting,"[{'id': 5691, 'therapyName': 'DS-3201b'}]",DS-3201b for Acute Myelogenous Leukemia (AML) or Acute Lymphocytic Leukemia (ALL),9952
86,NCT03117751,Phase II,Recruiting,"[{'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 1631, 'therapyName': 'Vincristine'}, {'id': 1022, 'therapyName': 'Idarubicin'}, {'id': 1876, 'therapyName': 'Blinatumomab '}, {'id': 1009, 'therapyName': 'Doxorubicin'}, {'id': 1746, 'therapyName': 'Clofarabine'}, {'id': 1077, 'therapyName': 'Vorinostat'}, {'id': 907, 'therapyName': 'Ruxolitinib'}, {'id': 2188, 'therapyName': 'Prednisone'}, {'id': 688, 'therapyName': 'Bortezomib'}, {'id': 1136, 'therapyName': 'Etoposide'}, {'id': 717, 'therapyName': 'Dasatinib'}, {'id': 1006, 'therapyName': 'Daunorubicin'}, {'id': 1390, 'therapyName': 'Dexamethasone'}, {'id': 897, 'therapyName': 'Rituximab'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1640, 'therapyName': 'Mercaptopurine'}, {'id': 1638, 'therapyName': 'Pegaspargase'}]",Total Therapy XVII for Newly Diagnosed Patients With Acute Lymphoblastic Leukemia and Lymphoma,9952
87,NCT03128034,Phase Ib/II,Recruiting,"[{'id': 5714, 'therapyName': 'Cyclosporine + Fludarabine phosphate + Mycophenolate mofetil + Sirolimus'}]","211^At-BC8-B10 Before Donor Stem Cell Transplant in Treating Patients With High-Risk Acute Myeloid Leukemia, Acute Lymphoblastic Leukemia, or Myelodysplastic Syndrome",9952
88,NCT03132454,Phase I,Recruiting,"[{'id': 5637, 'therapyName': 'Palbociclib + Decitabine'}, {'id': 5636, 'therapyName': 'Palbociclib + Dexamethasone'}, {'id': 850, 'therapyName': 'Palbociclib'}, {'id': 5638, 'therapyName': 'Palbociclib + Sorafenib'}]",Study of Palbociclib Alone and in Combination in Patients With Relapsed and Refractory (R/R) Leukemias,9952
89,NCT03147612,Phase II,Not yet recruiting,"[{'id': 5682, 'therapyName': 'Mesna'}, {'id': 1631, 'therapyName': 'Vincristine'}, {'id': 1390, 'therapyName': 'Dexamethasone'}, {'id': 897, 'therapyName': 'Rituximab'}, {'id': 1632, 'therapyName': 'Filgrastim'}, {'id': 877, 'therapyName': 'Ponatinib'}, {'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 712, 'therapyName': 'Cytarabine'}]",Study of the Combination of Low-Intensity Chemotherapy and Ponatinib in Patients With Philadelphia Chromosome (Ph)-Positive and/or BCR-ABL Positive Acute Lymphoblastic Leukemia (ALL),9952
90,NCT03150693,Phase III,Recruiting,"[{'id': 897, 'therapyName': 'Rituximab'}, {'id': 1009, 'therapyName': 'Doxorubicin'}, {'id': 1640, 'therapyName': 'Mercaptopurine'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 1783, 'therapyName': 'Cyclophosphamide + Cytarabine'}, {'id': 1641, 'therapyName': 'Thioguanine'}, {'id': 3628, 'therapyName': 'Allopurinol'}, {'id': 1006, 'therapyName': 'Daunorubicin'}, {'id': 1390, 'therapyName': 'Dexamethasone'}, {'id': 1631, 'therapyName': 'Vincristine'}, {'id': 3199, 'therapyName': 'inotuzumab ozogamicin'}]",Inotuzumab Ozogamicin and Frontline Chemotherapy in Treating Young Adults With Newly Diagnosed B Acute Lymphoblastic Leukemia,9952
91,NCT03160079,Phase Ib/II,Recruiting,"[{'id': 5839, 'therapyName': 'Blinatumomab + Pembrolizumab'}]",Blinatumomab and Pembrolizumab for Adults With Relapsed/Refractory B-cell Acute Lymphoblastic Leukemia With High Marrow Lymphoblasts,9952
92,NCT03181126,Phase I,Not yet recruiting,"[{'id': 6187, 'therapyName': 'Navitoclax + Venetoclax'}]",A Study of Venetoclax in Combination With Navitoclax and Chemotherapy in Subjects With Relapsed Acute Lymphoblastic Leukemia,9952
93,NCT03263572,Phase II,Not yet recruiting,"[{'id': 6155, 'therapyName': 'Blinatumomab + Cytarabine + Dexamethasone + Methotrexate + Ponatinib'}, {'id': 6156, 'therapyName': 'Blinatumomab + Dexamethasone + Ponatinib'}]",Blinatumomab and Ponatinib in Patients With Philadelphia Chromosome (Ph)-Positive and/or BCR-ABL Positive Acute Lymphoblastic Leukemia (ALL),9952
94,NCT03267186,Phase II,Recruiting,"[{'id': 768, 'therapyName': 'Ibrutinib'}]",Ibrutinib in Preventing Acute Leukemia in Patients After Reduced-Intensity Conditioning and Stem Cell Transplant,9952
95,NCT03286114,Phase I,Not yet recruiting,"[{'id': 1447, 'therapyName': 'Pembrolizumab'}]",Augmentation of the Graft vs. Leukemia Effect Via Checkpoint Blockade With Pembrolizumab,9952
0,NCT01627041,Phase II,"Active, not recruiting","[{'id': 1739, 'therapyName': 'Daunorubicin + Cytarabine + Decitabine'}, {'id': 1738, 'therapyName': 'Daunorubicin + Cytarabine'}]","Decitabine, Cytarabine, and Daunorubicin Hydrochloride in Treating Patients With Acute Myeloid Leukemia",8864
0,NCT00084695,Phase II,Unknown status,"[{'id': 1166, 'therapyName': 'Fludarabine'}, {'id': 2558, 'therapyName': 'Busulfan + Melphalan'}, {'id': 1844, 'therapyName': 'anti-thymocyte globulin'}, {'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 2188, 'therapyName': 'Prednisone'}]",Umbilical Cord Blood for Stem Cell Transplantation in Treating Young Patients With Malignant or Nonmalignant Diseases,9119
1,NCT00513474,Phase I,Completed,"[{'id': 2313, 'therapyName': 'Rasburicase'}, {'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 917, 'therapyName': 'Sirolimus'}, {'id': 1650, 'therapyName': 'Cyclosporine'}, {'id': 1843, 'therapyName': 'Tacrolimus'}, {'id': 1632, 'therapyName': 'Filgrastim'}, {'id': 2314, 'therapyName': 'Busulfan + Cyclophosphamide + Etoposide'}]",Rasburicase in Preventing Graft-Versus-Host Disease in Patients With Hematologic Cancer or Other Disease Undergoing Donor Stem Cell Transplant,9119
2,NCT00679536,Phase Ib/II,Unknown status,"[{'id': 1846, 'therapyName': 'Busulfan + Fludarabine + anti-thymocyte globulin'}]",Allogeneic Transplantation for Pediatric Leukemias With Unrelated Donors,9119
3,NCT00857389,Phase II,"Active, not recruiting","[{'id': 1148, 'therapyName': 'Cyclophosphamide'}, {'id': 1632, 'therapyName': 'Filgrastim'}, {'id': 1843, 'therapyName': 'Tacrolimus'}, {'id': 2563, 'therapyName': 'Thiotepa'}, {'id': 2469, 'therapyName': 'Busulfan + Clofarabine + Thymoglobulin'}, {'id': 1639, 'therapyName': 'Methotrexate'}]",Thiotepa-Clofarabine-Busulfan With Allogeneic Stem Cell Transplant for High Risk Malignancies,9119
4,NCT00866281,Phase Ib/II,Terminated,"[{'id': 810, 'therapyName': 'Midostaurin'}]",A Study of the Safety and Preliminary Efficacy of Oral Midostaurin (PKC412) in Relapsed or Refractory Pediatric Leukemia,9119
5,NCT00887068,Phase III,"Active, not recruiting","[{'id': 651, 'therapyName': 'Azacitidine'}]",Randomized Allogeneic Azacitidine Study,9119
6,NCT00892190,Phase I,Completed,"[{'id': 717, 'therapyName': 'Dasatinib'}]",Study of Dasatinib and All-Trans Retinoic Acid for Relapsed/Refractory and/or Elderly Patients With Acute Myelogenous Leukemia (AML) or Myelodysplastic Syndrome,9119
7,NCT00908167,Phase I,Completed,"[{'id': 2374, 'therapyName': 'Clofarabine + Cytarabine + Sorafenib'}]",Sorafenib in Combination With Cytarabine and Clofarabine in Patients With Refractory or Relapsed Hematologic Malignancies,9119
8,NCT00946647,Phase II,"Active, not recruiting","[{'id': 1080, 'therapyName': 'Panobinostat'}, {'id': 651, 'therapyName': 'Azacitidine'}]","A Phase Ib/IIb, Open-label, Multi-center, Study of Oral Panobinostat Administered With 5-Azacitidine (in Adult Patients With Myelodysplastic Syndromes (MDS), Chronic Myelomonocytic Leukemia (CMML), or Acute Myeloid Leukemia (AML).",9119
9,NCT01093573,Phase Ib/II,"Active, not recruiting","[{'id': 2471, 'therapyName': 'Azacitidine + Midostaurin'}]",Midostaurin and Azacitidine in Treating Elderly Patients With Acute Myelogenous Leukemia,9119
10,NCT01187810,Phase I,"Active, not recruiting","[{'id': 2731, 'therapyName': 'Fenretinide'}, {'id': 712, 'therapyName': 'Cytarabine'}, {'id': 1639, 'therapyName': 'Methotrexate'}]","Fenretinide in Children With Recurrent/Resistant ALL, AML, and NHL",9119
11,NCT01222143,Phase Ib/II,Terminated,"[{'id': 1752, 'therapyName': 'Mitoxantrone + Etoposide + Cytarabine'}, {'id': 829, 'therapyName': 'Nilotinib'}]","Safety and Efficacy Study of Nilotinib Combined With Mitoxantrone, Etoposide, and High-dose Cytarabine Induction Chemotherapy Followed by Consolidation for Patients With C-kit Positive Acute Myeloid Leukemia",9119
12,NCT01251575,Phase II,Recruiting,"[{'id': 1166, 'therapyName': 'Fludarabine'}, {'id': 2270, 'therapyName': 'Cyclosporine + Mycophenolate mofetil + Sirolimus'}]","Sirolimus, Cyclosporine, and Mycophenolate Mofetil In Preventing Graft-Versus-Host Disease in Treating Patients With Hematologic Malignancies Undergoing Donor Peripheral Blood Stem Cell Transplant",9119
13,NCT01252667,Phase II,Recruiting,"[{'id': 2272, 'therapyName': 'Cyclosporine + Mycophenolate mofetil'}, {'id': 1746, 'therapyName': 'Clofarabine'}]",Clofarabine and Low-Dose Total-Body Irradiation in Treating Patients With Acute Myeloid Leukemia Undergoing Donor Peripheral Blood Stem Cell Transplant,9119
14,NCT01266083,Phase II,"Active, not recruiting","[{'id': 2893, 'therapyName': 'WT1 vaccine'}]",Trial of a WT-1 Analog Peptide Vaccine in Patients With Acute Myeloid Leukemia (AML) or Acute Lymphoblastic Leukemia (ALL),9119
15,NCT01303796,Phase III,Unknown status,"[{'id': 1747, 'therapyName': 'Decitabine + Sapacitabine'}, {'id': 650, 'therapyName': 'Decitabine'}]",A Study of Oral Sapacitabine in Elderly Patients With Newly Diagnosed Acute Myeloid Leukemia (SEAMLESS),9119
