,gender,indications,nctId,phase,recruitment,sponsors,therapies,title,updateDate,variantRequirementDetails,variantRequirements
0,both,"[{'id': 1040, 'name': 'chronic lymphocytic leukemia', 'source': 'DOID'}, {'id': 50873, 'name': 'follicular lymphoma', 'source': 'DOID'}, {'id': 60060, 'name': 'non-Hodgkin lymphoma', 'source': 'DOID'}, {'id': 50747, 'name': 'lymphoplasmacytic lymphoma', 'source': 'DOID'}]",NCT00577278,Phase II,"Active, not recruiting",City of Hope Medical Center ,"[{'id': 767, 'therapyName': 'Ibritumomab'}, {'id': 2238, 'therapyName': 'Sirolimus + Tacrolimus + Methotrexate'}, {'id': 897, 'therapyName': 'Rituximab'}, {'id': 2237, 'therapyName': 'Fludarabine + Melphalan'}]","Yttrium Y 90 Ibritumomab Tiuxetan, Rituximab, Indium In-111 Ibritumomab Tiuxetan, Fludarabine, Melphalan, and Donor Stem Cell Transplant in Treating Patients With B-Cell Non-Hodgkin Lymphoma",06/03/2015,[],no
0,,[],NCT00579683,,Completed,Memorial Sloan Kettering Cancer Center ,[],Registry for Patients With Acquired Resistance to Small Molecule Kinase Inhibitors in Non-Small-Cell Lung Cancer,02/05/2016,[],no
0,both,"[{'id': 50744, 'name': 'anaplastic large cell lymphoma', 'source': 'DOID'}, {'id': 60058, 'name': 'lymphoma', 'source': 'DOID'}, {'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}, {'id': 3908, 'name': 'non-small cell lung carcinoma', 'source': 'DOID'}]",NCT00585195,Phase I,Recruiting,Pfizer,"[{'id': 1526, 'therapyName': 'Crizotinib + Itraconazole\t'}, {'id': 1483, 'therapyName': 'Crizotinib + Rifampin'}]","A Study Of Oral PF-02341066, A c-Met/Hepatocyte Growth Factor Tyrosine Kinase Inhibitor, In Patients With Advanced Cancer",12/06/2016,"[{'molecularProfile': {'id': 1240, 'profileName': 'MET positive'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 1771, 'profileName': 'ROS1 positive'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 1772, 'profileName': 'ALK positive'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 1629, 'profileName': 'MET amp'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 2096, 'profileName': 'MET act mut'}, 'requirementType': 'partial'}]",yes
0,both,"[{'id': 5520, 'name': 'head and neck squamous cell carcinoma', 'source': 'DOID'}]",NCT00588770,Phase III,"Active, not recruiting",National Cancer Institute (NCI),"[{'id': 667, 'therapyName': 'Bevacizumab'}, {'id': 1835, 'therapyName': 'Docetaxel + Cisplatin'}, {'id': 1833, 'therapyName': 'Cisplatin + Fluorouracil'}, {'id': 1834, 'therapyName': 'Docetaxel + Carboplatin'}, {'id': 1832, 'therapyName': 'Carboplatin + Fluorouracil\t'}]",Chemotherapy With or Without Bevacizumab in Treating Patients With Recurrent or Metastatic Head and Neck Cancer,03/17/2015,[],no
0,male,"[{'id': 2526, 'name': 'prostate adenocarcinoma', 'source': 'DOID'}]",NCT00589420,Phase II,Unknown status,University of Pennsylvania ,"[{'id': 2390, 'therapyName': 'Docetaxel + Sorafenib'}]",Sorafenib and Docetaxel in Treating Patients With Metastatic Prostate Cancer That Did Not Respond to Previous Hormone Therapy,06/20/2017,[],no
0,both,"[{'id': 1996, 'name': 'rectum adenocarcinoma', 'source': 'DOID'}, {'id': 234, 'name': 'colon adenocarcinoma', 'source': 'DOID'}]",NCT00602329,Phase II,Unknown status,University of Pennsylvania ,"[{'id': 1161, 'therapyName': 'mFOLFOX-6 + Pembrolizumab'}, {'id': 667, 'therapyName': 'Bevacizumab'}]",MRI in Predicting Response in Patients Receiving Combination Chemotherapy and Bevacizumab For Advanced or Metastatic Colorectal Cancer,06/20/2017,[],no
0,both,"[{'id': 4074, 'name': 'pancreatic adenocarcinoma', 'source': 'DOID'}]",NCT00602602,Phase II,"Active, not recruiting",University of Pennsylvania ,"[{'id': 2102, 'therapyName': 'Bevacizumab + Fluorouracil + Oxaliplatin'}, {'id': 1296, 'therapyName': 'Gemcitabine + Bevacizumab + Oxaliplatin'}, {'id': 1297, 'therapyName': 'Gemcitabine + Bevacizumab'}]","Bevacizumab, Combination Chemotherapy, and Radiation Therapy in Treating Patients Undergoing Surgery For Locally Advanced Pancreatic Cancer",02/08/2017,[],no
0,both,"[{'id': 4794, 'name': 'ependymoblastoma', 'source': 'DOID'}, {'id': 60108, 'name': 'brain glioma', 'source': 'DOID'}, {'id': 3869, 'name': 'childhood medulloblastoma', 'source': 'DOID'}, {'id': 3071, 'name': 'gliosarcoma', 'source': 'DOID'}, {'id': 1664, 'name': 'pineoblastoma', 'source': 'DOID'}, {'id': 769, 'name': 'neuroblastoma', 'source': 'DOID'}, {'id': 2129, 'name': 'atypical teratoid rhabdoid tumor', 'source': 'DOID'}, {'id': 50902, 'name': 'medulloblastoma', 'source': 'DOID'}, {'id': 4791, 'name': 'supratentorial primitive neuroectodermal tumor', 'source': 'DOID'}]",NCT00602667,Phase I,"Active, not recruiting",St. Jude Children's Research Hospital,"[{'id': 2449, 'therapyName': 'Methotrexate + Cisplatin + Cyclophosphamide + Vincristine'}, {'id': 2450, 'therapyName': 'Cyclophosphamide + Etoposide + Topotecan'}, {'id': 2451, 'therapyName': 'Erlotinib + Cyclophosphamide + Topotecan'}]","Risk-Adapted Therapy for Young Children With Embryonal Brain Tumors, Choroid Plexus Carcinoma, High Grade Glioma or Ependymoma",05/05/2017,[],no
0,both,"[{'id': 50748, 'name': 'marginal zone B-cell lymphoma', 'source': 'DOID'}, {'id': 60060, 'name': 'non-Hodgkin lymphoma', 'source': 'DOID'}, {'id': 1039, 'name': 'prolymphocytic leukemia', 'source': 'DOID'}, {'id': 1040, 'name': 'chronic lymphocytic leukemia', 'source': 'DOID'}, {'id': 4960, 'name': 'bone marrow cancer', 'source': 'DOID'}, {'id': 9538, 'name': 'multiple myeloma', 'source': 'DOID'}, {'id': 8567, 'name': ""Hodgkin's lymphoma"", 'source': 'DOID'}, {'id': 50873, 'name': 'follicular lymphoma', 'source': 'DOID'}, {'id': 8552, 'name': 'chronic myeloid leukemia', 'source': 'DOID'}, {'id': 12603, 'name': 'acute leukemia', 'source': 'DOID'}, {'id': 50747, 'name': 'lymphoplasmacytic lymphoma', 'source': 'DOID'}, {'id': 50746, 'name': 'mantle cell lymphoma', 'source': 'DOID'}]",NCT00602693,Phase I,Completed,"Masonic Cancer Center, University of Minnesota ","[{'id': 917, 'therapyName': 'Sirolimus'}, {'id': 2311, 'therapyName': 'Allopurinol + Cyclophosphamide + Fludarabine'}]",T-Regulatory Cell Infusion Post Umbilical Cord Blood Transplant in Patients With Advanced Hematologic Cancer,02/11/2017,[],no
0,both,[],NCT00608361,,Completed,National Cancer Institute (NCI),[], Dasatinib in Treating Patients With Solid Tumors or Lymphomas That Are Metastatic or Cannot Be Removed By Surgery,06/27/2015,[],no
0,both,"[{'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}]",NCT00610948,Phase I,Completed,UNC Lineberger Comprehensive Cancer Center,"[{'id': 735, 'therapyName': 'Everolimus'}, {'id': 845, 'therapyName': 'Panitumumab'}]","Everolimus, Fluorouracil, Leucovorin, Panitumumab, and Oxaliplatin in Treating Patients With Solid Tumors That Did Not Respond to Treatment",01/26/2016,[],no
0,female,"[{'id': 1612, 'name': 'breast cancer', 'source': 'DOID'}]",NCT00618657,Phase II,"Active, not recruiting","University of California, Irvine","[{'id': 1490, 'therapyName': 'Nab-paclitaxel + Carboplatin + Trastuzumab'}, {'id': 1489, 'therapyName': 'Nab-paclitaxel + Carboplatin + Bevacizumab'}]","Carboplatin+Nab-paclitaxel, Plus Trastuzumab (HER2+) or Bevacizumab (HER2-) in the Neoadjuvant Setting",12/01/2016,[],no
0,both,"[{'id': 4960, 'name': 'bone marrow cancer', 'source': 'DOID'}, {'id': 1240, 'name': 'leukemia', 'source': 'DOID'}]",NCT00620633,Phase I,"Active, not recruiting",Memorial Sloan Kettering Cancer Center ,"[{'id': 2901, 'therapyName': 'WT1 senstized T cells'}]",Dose Escalation Trial of WT1-Sensitized T Cells for Residual or Relapsed Leukemia After Allogeneic Hematopoietic Progenitor Cell Transplantation,04/01/2016,[],yes
0,,"[{'id': 3234, 'name': 'central nervous system lymphoma', 'source': 'DOID'}]",NCT00621036,Phase II,Unknown status,Simmons Cancer Center ,"[{'id': 1639, 'therapyName': 'Methotrexate'}, {'id': 2563, 'therapyName': 'Thiotepa'}, {'id': 1873, 'therapyName': 'Sargramostim'}]",Vaccine Therapy and GM-CSF in Treating Patients With CNS Lymphoma,06/20/2017,[],no
0,both,"[{'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}]",NCT00625378,Phase III,Recruiting,Bayer,"[{'id': 920, 'therapyName': 'Sorafenib'}]",Sorafenib Long Term Extension Program (STEP),08/31/2015,[],no
0,female,"[{'id': 1612, 'name': 'breast cancer', 'source': 'DOID'}]",NCT00651976,Phase I,Suspended,Vanderbilt-Ingram Cancer Center ,"[{'id': 794, 'therapyName': 'Letrozole'}]","Letrozole in Treating Postmenopausal Women With Stage I, II or III Breast Cancer That Can Be Removed by Surgery",07/20/2017,"[{'molecularProfile': {'id': 1270, 'profileName': 'ERBB2 over exp'}, 'requirementType': 'excluded'}, {'molecularProfile': {'id': 1184, 'profileName': 'ERBB2 neg'}, 'requirementType': 'partial'}]",yes
0,both,"[{'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}]",NCT00658658,Phase I,Completed,Amgen,"[{'id': 845, 'therapyName': 'Panitumumab'}]",Panitumumab Pediatric Study,10/09/2015,[],no
0,both,"[{'id': 5520, 'name': 'head and neck squamous cell carcinoma', 'source': 'DOID'}]",NCT00660218,Phase Ib/II,Unknown status,State University of New York - Upstate Medical University ,"[{'id': 1988, 'therapyName': 'Paclitaxel + Cetuximab'}]","A Phase I/II Study of Radiation Therapy, Paclitaxel Poliglumex and Cetuximab in Advanced Head and Neck Cancer",06/20/2017,[],no
0,both,"[{'id': 60108, 'name': 'brain glioma', 'source': 'DOID'}]",NCT00660621,Phase II,Unknown status,"Kentuckiana Cancer Institute, Eisai Inc.","[{'id': 2115, 'therapyName': 'Bevacizumab + Temozolomide'}]","A Phase II Study Of Gliadel, Concomitant Temozolomide And Radiation, Followed By Dose Dense Therapy With Temozolomide Plus Bevacizumab For Newly Diagnosed Malignant High Grade Glioma",06/20/2017,[],no
0,both,"[{'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}, {'id': 7757, 'name': 'childhood leukemia', 'source': 'DOID'}]",NCT00665990,Phase I,Completed,St. Jude Children's Research Hospital,"[{'id': 1119, 'therapyName': 'Sorafenib + Avastin + Cyclophosphamide'}]",Phase I Study of Bevacizumab and Sorafenib Combined With Low Dose Cyclophosphamide in Patients With Refractory Solid Tumors and Leukemia,09/09/2014,[],no
0,both,"[{'id': 3071, 'name': 'gliosarcoma', 'source': 'DOID'}, {'id': 3068, 'name': 'glioblastoma multiforme', 'source': 'DOID'}]",NCT00669669,Phase Ib/II,"Active, not recruiting",Fred Hutchinson Cancer Research Center,"[{'id': 2556, 'therapyName': 'O6-benzylguanine'}, {'id': 2555, 'therapyName': 'Carmustine + Filgrastim + Plerixafor + Temozolomide'}]",Dose-Intensive Chemotherapy in Combination With Chemoprotected Autologous Stem Cells in Treating Patients With Malignant Gliomas,08/13/2016,[],no
0,male,"[{'id': 10283, 'name': 'prostate cancer', 'source': 'DOID'}]",NCT00670046,Phase II,Unknown status,Sidney Kimmel Comprehensive Cancer Center ,"[{'id': 1076, 'therapyName': 'Valproic acid'}]","Valproic Acid in Treating Patients With Progressive, Non-Metastatic Prostate Cancer",06/20/2017,[],no
0,both,"[{'id': 50745, 'name': 'diffuse large B-cell lymphoma', 'source': 'DOID'}, {'id': 50873, 'name': 'follicular lymphoma', 'source': 'DOID'}, {'id': 50744, 'name': 'anaplastic large cell lymphoma', 'source': 'DOID'}, {'id': 1040, 'name': 'chronic lymphocytic leukemia', 'source': 'DOID'}, {'id': 285, 'name': 'hairy cell leukemia', 'source': 'DOID'}, {'id': 60061, 'name': 'cutaneous T cell lymphoma', 'source': 'DOID'}, {'id': 50748, 'name': 'marginal zone B-cell lymphoma', 'source': 'DOID'}, {'id': 60060, 'name': 'non-Hodgkin lymphoma', 'source': 'DOID'}, {'id': 50747, 'name': 'lymphoplasmacytic lymphoma', 'source': 'DOID'}, {'id': 50746, 'name': 'mantle cell lymphoma', 'source': 'DOID'}]",NCT00671112,Phase I,Terminated,"Brian Hill, MD, PhD ","[{'id': 2234, 'therapyName': 'Bortezomib + Everolimus'}]",Everolimus and Bortezomib in Treating Patients With Relapsed or Refractory Lymphoma,10/29/2015,[],no
0,both,"[{'id': 8552, 'name': 'chronic myeloid leukemia', 'source': 'DOID'}, {'id': 4960, 'name': 'bone marrow cancer', 'source': 'DOID'}, {'id': 9952, 'name': 'acute lymphocytic leukemia', 'source': 'DOID'}, {'id': 9119, 'name': 'acute myeloid leukemia', 'source': 'DOID'}]",NCT00679536,Phase Ib/II,Unknown status,Ann & Robert H Lurie Children's Hospital of Chicago,"[{'id': 1846, 'therapyName': 'Busulfan + Fludarabine + anti-thymocyte globulin'}]",Allogeneic Transplantation for Pediatric Leukemias With Unrelated Donors,06/20/2017,[],no
0,both,"[{'id': 4305, 'name': 'bone giant cell tumor', 'source': 'DOID'}]",NCT00680992,Phase II,"Active, not recruiting",Amgen ,"[{'id': 1198, 'therapyName': 'Denosumab'}]",Study of Denosumab in Subjects With Giant Cell Tumor of Bone,04/22/2016,[],no
0,both,[],NCT00690924,Phase I,"Active, not recruiting",Roswell Park Cancer Institute ,[],Calcitriol in Preventing Lung Cancer in Smokers and Former Smokers at High Risk of Lung Cancer,04/08/2017,[],no
0,female,[],NCT00694759,,Unknown status,Oregon Health and Science University ,[],Cortisol Regulation in Polycystic Ovary Syndrome (PCOS),06/20/2017,[],no
0,both,"[{'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}, {'id': 2531, 'name': 'hematologic cancer', 'source': 'DOID'}]",NCT00697632,Phase I,Recruiting,MethylGene Inc.,"[{'id': 809, 'therapyName': 'MGCD265'}]",Safety Study of Oral MGCD265 Administered Without Interruption to Subjects With Advanced Malignancies,08/31/2015,"[{'molecularProfile': {'id': 1112, 'profileName': 'MET alterations'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 1240, 'profileName': 'MET positive'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 1629, 'profileName': 'MET amp'}, 'requirementType': 'partial'}]",yes
0,,[],NCT00700414,,Recruiting,,[],International Pediatric Adrenocortical Tumor Registry,02/24/2015,[],no
0,both,"[{'id': 1909, 'name': 'melanoma', 'source': 'DOID'}]",NCT00700882,Phase II,Unknown status,Eastern Cooperative Oncology Group,"[{'id': 717, 'therapyName': 'Dasatinib'}]","Dasatinib in Treating Patients With Locally Advanced or Metastatic Mucosal Melanoma, Acral Melanoma, or Vulvovaginal Melanoma That Cannot Be Removed By Surgery",06/20/2017,[],no
0,both,"[{'id': 1107, 'name': 'esophageal carcinoma', 'source': 'DOID'}, {'id': 4944, 'name': 'gastroesophageal junction adenocarcinoma', 'source': 'DOID'}]",NCT00702884,Phase II,Completed,Ohio State University Comprehensive Cancer Center ,"[{'id': 930, 'therapyName': 'Sunitinib'}]",Sunitinib in Treating Patients With Relapsed or Refractory Esophageal or Gastroesophageal Junction Cancer,04/24/2015,[],no
0,both,"[{'id': 4450, 'name': 'renal cell carcinoma', 'source': 'DOID'}]",NCT00717587,Phase II,Unknown status,Abramson Cancer Center of the University of Pennsylvania ,"[{'id': 930, 'therapyName': 'Sunitinib'}, {'id': 2129, 'therapyName': 'girentuximab'}, {'id': 2128, 'therapyName': 'motexafin gadolinium'}]",Sunitinib Before and After Surgery in Treating Patients With Stage IV Kidney Cancer,06/20/2017,[],no
0,both,"[{'id': 8552, 'name': 'chronic myeloid leukemia', 'source': 'DOID'}]",NCT00718263,Phase III,Recruiting,Novartis Pharmaceuticals,"[{'id': 770, 'therapyName': 'Imatinib'}, {'id': 829, 'therapyName': 'Nilotinib'}]",Efficacy and Safety of Nilotinib Patients With Newly Diagnosed CML - CP (Chronic Myelogenous Leukemia - Chronic Phase),03/26/2015,[],yes
0,female,"[{'id': 1612, 'name': 'breast cancer', 'source': 'DOID'}]",NCT00719875,Phase Ib/II,Completed,Yale University ,"[{'id': 1077, 'therapyName': 'Vorinostat'}]",HDAC Inhibitor Vorinostat (SAHA) With Capecitabine (Xeloda) Using a New Weekly Dose Regimen for Advanced Breast Cancer,03/04/2017,[],no
0,both,"[{'id': 9256, 'name': 'colorectal cancer', 'source': 'DOID'}]",NCT00730158,Phase II,Suspended,University of Pittsburgh ,"[{'id': 1074, 'therapyName': 'Irinotecan'}, {'id': 1699, 'therapyName': 'KD018'}]","A Phase II Multicenter, Randomized, Placebo Controlled, Double Blinded Clinical Study of KD018 as a Modulator of Irinotecan Chemotherapy in Patients With Metastatic Colorectal Cancer",08/02/2017,[],no
0,female,"[{'id': 1612, 'name': 'breast cancer', 'source': 'DOID'}]",NCT00733408,Phase II,"Active, not recruiting",University of Washington,"[{'id': 1496, 'therapyName': 'Abraxane + Bevacizumab + Erlotinib'}]",Paclitaxel Albumin-Stabilized Nanoparticle Formulation and Bevacizumab Followed By Bevacizumab and Erlotinib Hydrochloride in Treating Patients With Metastatic Breast Cancer,01/08/2016,"[{'molecularProfile': {'id': 530, 'profileName': 'ERBB2 wild-type'}, 'requirementType': 'required'}]",yes
0,both,"[{'id': 9538, 'name': 'multiple myeloma', 'source': 'DOID'}]",NCT00734877,Phase III,Recruiting,University of Arkansas,"[{'id': 1851, 'therapyName': 'Cisplatin + Doxorubicin + Cyclophosphamide + Etoposide'}, {'id': 1852, 'therapyName': 'Melphalan + Bortezomib + Thalidomide + Dexamethasone'}]","UARK 2008-01, Total Therapy 4 - A Phase III Trial for Low Risk Myeloma",12/24/2014,[],no
0,both,"[{'id': 60060, 'name': 'non-Hodgkin lymphoma', 'source': 'DOID'}, {'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}, {'id': 1612, 'name': 'breast cancer', 'source': 'DOID'}, {'id': 60081, 'name': 'triple-receptor negative breast cancer', 'source': 'DOID'}]",NCT00740805,Phase I,"Active, not recruiting",National Cancer Institute (NCI),"[{'id': 2989, 'therapyName': 'Aldoxorubicin + Cyclophosphamide + Veliparib'}]","Veliparib, Cyclophosphamide, and Doxorubicin Hydrochloride in Treating Patients With Metastatic or Unresectable Solid Tumors or Non-Hodgkin Lymphoma",07/31/2015,"[{'molecularProfile': {'id': 1205, 'profileName': 'BRCA1 mutant'}, 'requirementType': 'partial'}, {'molecularProfile': {'id': 1206, 'profileName': 'BRCA2 mutant'}, 'requirementType': 'partial'}]",yes
0,both,"[{'id': 4467, 'name': 'renal clear cell carcinoma', 'source': 'DOID'}]",NCT00747305,Phase I,Terminated,Medical University of South Carolina ,"[{'id': 930, 'therapyName': 'Sunitinib'}]",Sunitinib Before and After Surgery in Treating Patients With Metastatic Kidney Cancer That Can Be Removed By Surgery,10/23/2015,[],no
0,both,"[{'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}]",NCT00756340,Phase I,Completed,St. Jude Children's Research Hospital,"[{'id': 1120, 'therapyName': 'Everolimus + Bevacizumab'}]",A Trial of Everolimus and Bevacizumab in Children With Recurrent Solid Tumors,10/15/2015,[],no
0,female,"[{'id': 60075, 'name': 'estrogen-receptor positive breast cancer', 'source': 'DOID'}, {'id': 60077, 'name': 'progesterone-receptor positive breast cancer', 'source': 'DOID'}]",NCT00759642,Phase II,"Active, not recruiting",University of Kansas ,"[{'id': 787, 'therapyName': 'Lapatinib'}]",Lapatinib in Women With Metastatic Breast Cancer Who Have Failed Prior Antihormone Therapy,05/24/2017,"[{'molecularProfile': {'id': 1184, 'profileName': 'ERBB2 neg'}, 'requirementType': 'required'}]",yes
0,both,"[{'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}]",NCT00761644,Phase I,"Active, not recruiting",M.D. Anderson Cancer Center,"[{'id': 1121, 'therapyName': 'Bevacizumab + Temsirolimus + Doxil'}]","Doxil, Bevacizumab and Temsirolimus Trial",06/01/2017,[],no
0,female,"[{'id': 60080, 'name': 'Her2-receptor negative breast cancer', 'source': 'DOID'}]",NCT00764972,Phase Ib/II,Unknown status,McGill University ,"[{'id': 2357, 'therapyName': 'Sorafenib + Vinorelbine'}]",Phase IB/II Trial Combining Vinorelbine With Sorafenib as First-Line Treatment in Patients With Metastatic Breast Cancer,06/20/2017,"[{'molecularProfile': {'id': 1184, 'profileName': 'ERBB2 neg'}, 'requirementType': 'required'}]",yes
0,both,[],NCT00770263,,Completed,Washington University School of Medicine,[], Erlotinib and Temsirolimus for Solid Tumors,12/08/2014,[],yes
0,female,"[{'id': 10000003, 'name': 'Advanced Solid Tumor', 'source': 'JAX'}]",NCT00776867,Phase I,Completed,Memorial Sloan-Kettering Cancer Center,"[{'id': 855, 'therapyName': 'Perifosine'}]",Study of Single Agent Perifosine for Recurrent Pediatric Solid Tumors,08/02/2017,[],no
