nctId,title
NCT01077544,A Pharmacokinetic (PK) Study of Nilotinib in Pediatric Patients With Philadelphia Chromosome-positive (Ph+) Chronic Myelogenous Leukemia (CML) or Acute Lymphoblastic Leukemia (ALL)
NCT01079780,Irinotecan Hydrochloride and Cetuximab With or Without Ramucirumab in Treating Patients With Advanced Colorectal Cancer With Progressive Disease After Treatment With Bevacizumab-Containing Chemotherapy
NCT01081808,"Laboratory-Treated Autologous Lymphocytes, Aldesleukin, and Sargramostim (GM-CSF) in Treating Advanced Solid Tumors"
NCT01083966,Intraarterial Cerebral Infusion of Avastin for Vestibular Schwannoma (Acoustic Neuroma)
NCT01087554,Sirolimus or Everolimus or Temsirolimus and Vorinostat in Advanced Cancer
NCT01087983,Lapatinib With Sirolimus or Metformin
NCT01088815,Hedgehog Inhibitors for Metastatic Adenocarcinoma of the Pancreas
NCT01089101,Selumetinib in Treating Young Patients With Recurrent or Refractory Low Grade Glioma
NCT01093573,Midostaurin and Azacitidine in Treating Elderly Patients With Acute Myelogenous Leukemia
NCT01097278, S0812 High Dose Cholecalciferol in Premenopausal Women at High-Risk for Breast Cancer
NCT01099358,Study in Advanced Solid Tumors
NCT01099423,Immediate Surgery or Surgery After Sunitinib Malate in Treating Patients With Metastatic Kidney Cancer
NCT01104922,Re-irradiation With Fractionated Stereotactic Radiosurgery Plus Cetuximab in Patients With Recurrent Squamous Cell Carcinoma of the Head and Neck
NCT01106599,"A Study Evaluating the Safety, Tolerability, and Pharmacokinetics of GDC-0623 in Patients With Locally Advanced or Metastatic Solid Tumors"
NCT01106872,"Bevacizumab, Chemotherapy and Valproic Acid in Advanced Sarcomas"
NCT01106898,Cyclophosphamide and Paclitaxel With or Without Trastuzumab in Treating Women With Stage I or Stage II Breast Cancer Who Have Undergone Surgery
NCT01107522,Safety and Tolerability of Carboxyamidotriazole Orotate (CTO) in Solid Tumors or With Temodar&#174; in Glioblastoma or Other Recurrent Malignant Gliomas or in Combination With Temodar&#174; and Radiation Therapy for Patients With Newly Diagnosed Glioblastoma and Malignant Gliomas
NCT01107626,Bevacizumab or Pemetrexed Disodium Alone or In Combination After Induction Therapy in Treating Patients With Advanced Non-Squamous Non-Small Cell Lung Cancer
NCT01107665,Pazopanib and Paclitaxel as First-Line Treatment for Subjects With Unresectable Stage III and Stage IV Melanoma
NCT01108055,Phase II Pazopanib in Combination With Weekly Paclitaxel in Refractory Urothelial Cancer
NCT01111058,Everolimus Versus Placebo in Head and Neck Cancer
NCT01111188, Trial of PD 0332991 Plus Bortezomib in Patients With Relapsed Mantle Cell Lymphoma
NCT01111825,Temsirolimus Plus Neratinib for Patients With Metastatic HER2-Amplified or Triple Negative Breast Cancer
NCT01112527,PF-00299804 in Adult Patients With Relapsed/Recurrent Glioblastoma
NCT01113476,"Nab-paclitaxel, Gemcitabine, and Bevacizumab in Advanced Malignancies"
NCT01116336,Phase I Chemoprevention Trial With Green Tea Polyphenon E and Erlotinib in Patients With Premalignant Lesions of the Head and Neck
NCT01116648,"Cediranib Maleate and Olaparib in Treating Patients With Recurrent Ovarian, Fallopian Tube, or Peritoneal Cancer or Recurrent Triple-Negative Breast Cancer"
NCT01118975,GCC 0845:Vorinostat and Lapatinib in Advanced Solid Tumors and Advanced Breast Cancer to Evaluate Response and Biomarkers
NCT01120249,"S0931, Everolimus in Treating Patients With Kidney Cancer Who Have Undergone Surgery"
NCT01121588,"An Investigational Drug, Crizotinib (PF-02341066), Is Being Studied In Tumors, Except Non-Small Cell Lung Cancer, That Are Positive For Anaplastic Lymphoma Kinase (ALK)"
NCT01122199,Study of RAD001 + AMG479 for Patients With Advanced Solid Tumors
NCT01124695,Tamoxifen Citrate in Treating Patients With Metastatic or Recurrent Breast Cancer
NCT01128387,Trial of Panitumumab/Cisplatin/Fluorouracil With XRT in Esophageal Cancer
NCT01130077,A Pilot Study of Glioma Associated Antigen Vaccines in Conjunction With Poly-ICLC in Pediatric Gliomas
NCT01130519,A Phase II Study of Bevacizumab and Erlotinib in Subjects With Advanced Hereditary Leiomyomatosis and Renal Cell Cancer (HLRCC) or Sporadic Papillary Renal Cell Cancer
NCT01132014,Autologous OC-DC Vaccine in Ovarian Cancer
NCT01133678,Study in Locally Advanced Squamous Cell Carcinoma of Head and Neck
NCT01138085,"Safety, Pharmacokinetics (PK) of AKT and MEK Combination"
NCT01139723,"A Study of the Safety and Pharmacokinetics of MINT1526A, Administered Intravenously As a Single Agent and in Combination With Bevacizumab to Patients With Advanced Solid Tumors"
NCT01140568,Study of Platelet Derived Growth Factor Receptor (PDGFR) in Recurrent Malignant Gliomas
NCT01141478,Proton Beam Radiotherapy Plus Sorafenib Versus Sorafenib for Patients With Hepatocellular Carcinoma Exceeding San Francisco Criteria
NCT01145430,"Veliparib and Pegylated Liposomal Doxorubicin Hydrochloride in Treating Patients With Recurrent Ovarian Cancer, Fallopian Tube Cancer, or Primary Peritoneal Cancer or Metastatic Breast Cancer"
NCT01146795,Neoadjuvant Therapy for Ovarian Cancer
NCT01146834,Trial of Three Stem Cell Mobilization Regimens for Multiple Myeloma
NCT01148849,Safety Study of MGAH22 in HER2-positive Carcinomas
NCT01149850,Bevacizumab and Temozolomide in Treating Older Patients With Newly-Diagnosed Glioblastoma Multiforme or Gliosarcoma
NCT01154452,Vismodegib and Gamma-Secretase/Notch Signalling Pathway Inhibitor RO4929097 in Treating Patients With Advanced or Metastatic Sarcoma
NCT01156584,A Study of a Retroviral Replicating Vector Administered to Subjects With Recurrent Malignant Glioma
NCT01158521,Pazopanib Hydrochloride Before Surgery in Treating Patients With Kidney Cancer
NCT01160211,"A Study to Compare the Safety and Efficacy of an Aromatase Inhibitor in Combination With Lapatinib, Trastuzumab or Both for the Treatment of Hormone Receptor Positive, HER2+ Metastatic Breast Cancer"
NCT01162551,Trial of Sirolimus and Methotrexate in Relapsed/Refractory Lymphoblastic Leukemia and Lymphoma
NCT01163357,"Bortezomib, Total Marrow Irradiation, Fludarabine Phosphate, and Melphalan in Treating Patients Undergoing Donor Peripheral Blood Stem Cell Transplant For High-Risk Stage I or II Multiple Myeloma"
NCT01164163,"INCB18424 in Treating Young Patients With Relapsed or Refractory Solid Tumor, Leukemia, or Myeloproliferative Disease"
NCT01164228,Sunitinib Malate With or Without Gemcitabine Hydrochloride in Treating Patients With Advanced Kidney Cancer That Cannot Be Removed By Surgery
NCT01169636,"Panobinostat Plus Ifosfamide, Carboplatin, and Etoposide (ICE) Compared With ICE For Relapsed Hodgkin Lymphoma"
NCT01173679,Dasatinib With Fludarabine and Rituximab in Relapsed and Refractory Chronic Lymphocytic Leukemia (CLL)/Small Lymphocytic Lymphoma (SLL)
NCT01174121,Immunotherapy Using Tumor Infiltrating Lymphocytes for Patients With Metastatic Cancer
NCT01174199,Temsirolimus and Vorinostat in Treating Patients With Metastatic Prostate Cancer
NCT01175356,"Induction Therapy Including 131 I-MIBG and Chemotherapy in Treating Patients With Newly Diagnosed High-Risk Neuroblastoma Undergoing Stem Cell Transplant, Radiation Therapy, and Maintenance Therapy With Isotretinoin"
NCT01176474,A Phase I Trial of a Vaccine Combining Multiple Class I Peptides and Montanide ISA 51VG With Escalating Doses of Anti-PD-1 Antibody Nivolumab or Ipilimumab With Nivolumab For Patients With Resected Stages IIIC/ IV Melanoma
NCT01177397,"Study to Assess Safety, Pharmacokinetics, and Efficacy of Oral CC-223 for Patients With Advanced Solid Tumors, Non-Hodgkin Lymphoma or Multiple Myeloma"
NCT01177683,Bendamustine in Combination With Bortezomib and Pegylated Liposomal Doxorubicin for Multiple Myeloma
NCT01179269,Stage IIIB/IV Non-Small Cell Lung Cancer
NCT01180049,Comparison Of 2 Doses Of Temsirolimus (Torisel) In Patients With Mantle Cell Lymphoma
NCT01182168,Gemcitabine and Split-Dose Cisplatin Plus Everolimus (RAD001) in Patients With Advanced Solid Tumor Malignancies
NCT01182285,A Phase II Trial of Valproic Acid in Patients With Advanced Thyroid Cancers of Follicular Cell Origin
NCT01182350,Molecularly Determined Treatment of Diffuse Intrinsic Pontine Gliomas (DIPG)
NCT01183559,"A Trial of ZD6474 (Zactima), Paclitaxel, Carboplatin, 5-Fluorouracil, and XRT Followed by Surgery"
NCT01184326,An Expanded Phase I Study of Pazopanib and Everolimus in Patients With Advanced Solid Tumors and Previously Treated Advanced Urothelial Cancer
NCT01187199,"Phase I Trial of Bevacizumab and Temsirolimus in Combination With 1) Carboplatin, 2) Paclitaxel, 3) Sorafenib for the Treatment of Advanced Cancer"
NCT01187810,"Fenretinide in Children With Recurrent/Resistant ALL, AML, and NHL"
NCT01188096,A Trial of Poly-ICLC in the Management of Recurrent Pediatric Low Grade Gliomas
NCT01188889,RAD001 in Patients With Chronic Phase Chronic Myeloid Leukemia w/ Molecular Disease
NCT01189643,"Irinotecan, Temozolomide and Bevacizumab in Combination With Existing High Dose Alkylator Based Chemotherapy for Treatment of Newly Diagnosed Patients With Desmoplastic Small Round Cell Tumor"
NCT01191697,"CAPOX, Bevacizumab and Trastuzumab for Patients With HER2-Positive Metastatic Esophagogastric Cancer"
NCT01193842,Vorinostat and Combination Chemotherapy With Rituximab in Treating Patients With HIV-Related Diffuse Large B-Cell Non-Hodgkin Lymphoma or Other Aggressive B-Cell Lymphomas
NCT01194869,"Preoperative Clinical Trial of Sorafenib in Combination With Cisplatin Followed by Paclitaxel for Triple Negative (ER-, PR-, Her2-)Early Stage Breast Cancer"
NCT01195922,Rapamycin Therapy in Head and Neck Squamous Cell Carcinoma
NCT01196390,"Radiation Therapy, Paclitaxel, and Carboplatin With or Without Trastuzumab in Treating Patients With Esophageal Cancer"
NCT01196936,Low-Dose Tamoxifen Citrate in Reducing Breast Cancer Risk in Radiation-Induced Cancer Survivors
NCT01197170,Hormone Blockade in Combination With Targeted Agents
NCT01200238,STA-9090(Ganetespib) in Metastatic Ocular Melanoma
NCT01201538,A Study of Nilotinib in Growing Vestibular Schwannomas
NCT01201850,The Role of Bevacizumab in the Treatment of Radiation Necrosis in Children With Central Nervous System Tumors
NCT01202409,CAPOX in KRAS Wild-Type Advanced Adenocarcinoma of the Small Bowel or Ampulla of Vater
NCT01203722,"Reduced Intensity, Partially HLA Mismatched BMT to Treat Hematologic Malignancies"
NCT01206530,FOLFOX/Bevacizumab/Hydroxychloroquine (HCQ) in Colorectal Cancer
NCT01207492,Nilotinib in Patients With Relapsed or Metastatic Pigmented Villonodular Synovitis/Tenosynovial Giant Cell Tumor/Diffuse-Type Giant Cell Tumor
NCT01208051,Cediranib Maleate With or Without Lenalidomide in Treating Patients With Thyroid Cancer
NCT01208103,Bevacizumab With Capecitabine and Oxaliplatin in Advanced Adenocarcinoma of the Small Bowel or Ampulla of Vater
NCT01208662,"Randomized Trial of Lenalidomide, Bortezomib, Dexamethasone vs High-Dose Treatment With SCT in MM Patients up to Age 65  (DFCI 10-106)"
NCT01210378,Nitroglycerin in Non-small Cell Lung Cancer
NCT01212822,Bevacizumab and Combination Chemotherapy Before Surgery in Treating Patients With Locally Advanced Esophageal or Stomach Cancer
NCT01213238,"Hepatic Arterial Infusion Oxaliplatin, Capecitabine With or Without Bevacizumab"
NCT01215136,First-line Everolimus +/- Paclitaxel for Cisplatin-ineligible Patients With Advanced Urothelial Carcinoma
NCT01216176,A Pharmacokinetic and Randomized Trial of Neoadjuvant Treatment With Anastrozole Plus AZDO530 in Postmenopausal Patients With Hormone Receptor Positive Breast Cancer
NCT01216683,"Bendamustine Hydrochloride and Rituximab With or Without Bortezomib Followed by Rituximab With or Without Lenalidomide in Treating Patients With High-Risk Stage II, Stage III, or Stage IV Follicular Lymphoma"
NCT01217437,Temozolomide and Irinotecan Hydrochloride With or Without Bevacizumab in Treating Young Patients With Recurrent or Refractory Medulloblastoma or CNS Primitive Neuroectodermal Tumors
NCT01217931,Sequential Two-agent Assessment in Renal Cell Carcinoma Therapy
NCT01218048,ERBITUX; Followed by Adjuvant Treatment With Chemoradiation and ERBITUX; for Locally Advanced Head and Neck Squamous Cell Carcinoma
NCT01218555,Study of Everolimus (RAD001)in Combination With Lenalidomide
NCT01218867,Treating Metastatic Cancer With Anti-VEGFR2 Gene Engineered CD8+ Lymphocytes
NCT01219699," A Study of BYL719 in Adult Patients With Advanced Solid Malignancies, Whose Tumors Have an Alteration of the PIK3CA Gene"
NCT01221506,Pazopanib/DCE-MRIs in Renal Cell Carcinoma (RCC)
NCT01222143,"Safety and Efficacy Study of Nilotinib Combined With Mitoxantrone, Etoposide, and High-dose Cytarabine Induction Chemotherapy Followed by Consolidation for Patients With C-kit Positive Acute Myeloid Leukemia"
NCT01226316,"Safety, Tolerability & Potential Anti-cancer Activity of Increasing Doses of AZD5363 in Different Treatment Schedules"
NCT01231412,Graft-Versus-Host Disease Prophylaxis in Treating Patients With Hematologic Malignancies Undergoing Unrelated Donor Peripheral Blood Stem Cell Transplant
NCT01231594,A Rollover Study to Provide Continued Treatment With GSK2118436 to Subjects With BRAF Mutation-Positive Tumors
NCT01233687,AMG 102 and Erlotinib for Advanced Non-Small Cell Lung Cancer
NCT01236547,Intensity-Modulated Radiation Therapy and Paclitaxel With or Without Pazopanib Hydrochloride in Treating Patients With Anaplastic Thyroid Cancer
NCT01237236,A Trial of LEE011 in Patients With Advanced Solid Tumors or Lymphoma.
NCT01238237,Super-Selective Intraarterial Cerebral Infusion of Cetuximab for the Treatment of Recurrent Glioblastoma Multiforme and Anaplastic Astrocytoma
NCT01239134,Trial of TRX518 (Anti-GITR mAb) in Stage III or IV Malignant Melanoma or Other Solid Tumors
NCT01239368,Th1/Tc1 Immunotherapy Following Stem Cell Transplantation in Multiple Myeloma
NCT01239732,A Study of the Addition of Avastin (Bevacizumab) to Carboplatin and Paclitaxel Therapy in Patients With Ovarian Cancer
NCT01240590,A Phase I/II Trial of Crolibulin (EPC2407) Plus Cisplatin in Adults With Solid Tumors With a Focus on Anaplastic Thyroid Cancer (ATC)
NCT01241162,Decitabine Followed by a Cancer Antigen Vaccine for Patients With Neuroblastoma and Sarcoma
NCT01241708,Tandem Auto Stem Cell Transplant With Melphalan Followed by Melphalan and Bortezomib in Patients With Multiple Myeloma ((Mel/MelVel))
NCT01244750,Studying First Line Treatment of Chronic Myeloid Leukemia (CML) in a Real-world Setting
NCT01246986,A Study of LY2157299 in Participants With Hepatocellular Carcinoma
NCT01248247,BATTLE-2 Program: A Biomarker-Integrated Targeted Therapy Study
NCT01248949,A Study to Evaluate the Safety and Antitumor Activity in Subjects With Advanced Solid Tumors
NCT01248962,"Standard Infusion Carboplatin Versus Prophylactic Extended Infusion Carboplatin in Patients With Patients With Recurrent, Ovary, Fallopian Tube, and Primary Peritoneal Cancer"
NCT01249443,Vorinostat in Combination With Paclitaxel and Carboplatin in Treating Patients With Metastatic or Recurrent Solid Tumors and HIV Infection
NCT01251575,"Sirolimus, Cyclosporine, and Mycophenolate Mofetil In Preventing Graft-Versus-Host Disease in Treating Patients With Hematologic Malignancies Undergoing Donor Peripheral Blood Stem Cell Transplant"
NCT01252251,RAD001 (Everolimus) and Pasireotide (SOM230) LAR in Patients With Advanced Uveal Melanoma
NCT01252667,Clofarabine and Low-Dose Total-Body Irradiation in Treating Patients With Acute Myeloid Leukemia Undergoing Donor Peripheral Blood Stem Cell Transplant
NCT01253460,"Sapacitabine, Cyclophosphamide, Rituximab for Relapsed Chronic Lymphocytic Leukemia, Small Lymphocytic Lymphoma (CLL/SLL) With Deletion (11q22-23)"
NCT01253707,A Study of AMG 337 in Subjects With Advanced Solid Tumors
