,drugName,id,DrugClass_id,terms,,,,,,
4,UCN-01,7040,191,['UCN-01', '7-hydroxystaurosporine', 'sc-3510'],,,,
5,Go6976,7497,191,['Go6976'],,,,,,
0,Staurosporine,1936,192,['Staurosporine'],,,,,,
1,AEB071,6829,192,['AEB071', 'Sotrastaurin'],,,,,
2,Riluzole,7165,192,['Riluzole', 'Rilutek'],,,,,
3,Go 6983,7482,192,['Go 6983', 'Go6983'],,,,,
4,GF109203X,7483,192,['GF109203X'],,,,,,
5,Ro 31-8220,7496,192,['Ro 31-8220', 'Ro 318220', 'Ro-31-8220'],,,,
6,Midostaurin,6949,192,['Midostaurin', 'Rydapt', 'CGP 41251', 'PKC412'],,,
7,Safingol,7167,192,['Safingol', 'Kynacyte', 'Sphinganine'],,,,
8,UCN-01,7040,192,['UCN-01', '7-hydroxystaurosporine', 'sc-3510'],,,,
0,TKM-080301,8241,193,['TKM-080301'],,,,,,
1,BI2536,6871,193,['BI2536'],,,,,,
2,Poloxin-2,8471,193,['Poloxin-2'],,,,,,
3,HMN-214,7275,193,['HMN-214'],,,,,,
4,SBE13,8242,193,['SBE13'],,,,,,
5,Rigosertib,7164,193,['Rigosertib', 'Estybon', 'ON 01910.Na', 'SyB L-1101'],,,
6,RO3280,8233,193,['RO3280'],,,,,,
7,NMS-P937,7753,193,['NMS-P937'],,,,,,
8,Volasertib,7043,193,['Volasertib', 'BI 6727'],,,,,
9,TAK-960,8234,193,['TAK-960'],,,,,,
10,GSK461364,6922,193,['GSK461364'],,,,,,
11,ON01910,7754,193,['ON01910'],,,,,,
12,Poloxin,8238,193,['Poloxin'],,,,,,
13,GW843682X,7752,193,['GW843682X'],,,,,,
14,MLN0905,8232,193,['MLN0905'],,,,,,
0,OP449,8166,194,['OP449'],,,,,,
1,C6-ceramide,8163,194,['C6-ceramide'],,,,,,
2,Fingolimod,6778,194,['Fingolimod', 'Gilenya', 'FTY720'],,,,
3,COG112,8167,194,['COG112'],,,,,,
4,Carnosic acid,8164,194,['Carnosic acid'],,,,,,
5,DT-061,8875,194,['DT-061', 'SMAP'],,,,,
6,Forskolin,8165,194,['Forskolin'],,,,,,
0,LB100,8168,195,['LB100'],,,,,,
1,Okadaic acid,8169,195,['Okadaic acid'],,,,,,
0,SPI-001,8101,196,['SPI-001'],,,,,,
1,GSK2830371,8220,196,['GSK2830371'],,,,,,
2,CCT007093,8222,196,['CCT007093'],,,,,,
0,B02,7616,261,['B02'],,,,,,
1,RI-1,7362,261,['RI-1'],,,,,,
2,IBR2,8452,261,['IBR2'],,,,,,
0,AZ628,7204,197,['AZ628', 'AZD-628', 'AZD628'],,,,
1,CCT196969,7941,197,['CCT196969'],,,,,,
2,LY3009120,7999,197,['LY3009120', 'DP-4978'],,,,,
3,CCT241161,7942,197,['CCT241161'],,,,,,
4,L779450,8147,197,['L779450', 'L-779,450'],,,,
5,Vemurafenib,6791,197,['Vemurafenib', 'Zelboraf', 'PLX4032', 'RO5185426'],,,
6,TAK-632,8020,197,['TAK-632'],,,,,,
7,Sorafenib,390,197,['Sorafenib', 'Nexavar', 'BAY 43-9006'],,,,
8,BGB659,8954,197,['BGB659'],,,,,,
9,RO5126766,7380,197,['RO5126766', 'CH5126766'],,,,,
10,ARQ736,6843,197,['ARQ736'],,,,,,
11,LXH 254,8456,197,['LXH 254'],,,,,,
12,PF-04880594,7957,197,['PF-04880594'],,,,,,
13,XL281,7048,197,['XL281', 'BMS-908662'],,,,,
14,LSN3074753,8975,197,['LSN3074753'],,,,,,
15,INU-152,8950,197,['INU-152'],,,,,,
16,MLN2480,7152,197,['MLN2480', 'BIIB-024', 'TAK-580'],,,,
0,CID1067700,7963,198,['CID1067700', 'ML282'],,,,,
1,SML-10-70-1 ,7461,198,['SML-10-70-1 '],,,,,,
2,GI-4000,7135,198,['GI-4000'],,,,,,
3,3144,8736,198,['3144'],,,,,,
4,Reolysin,7005,198,['Reolysin', 'REOLYSIN', 'pelareorep'],,,,
5,SML-8-73-1,7460,198,['SML-8-73-1', 'SML'],,,,,
6,Salirasib,7015,198,['Salirasib', 'KD032'],,,,,
0,Amuvatinib,6839,199,['Amuvatinib', 'HPK56', 'MP470'],,,,
1,ENMD-2076,6903,199,['ENMD-2076'],,,,,,
2,Motesanib,6960,199,['Motesanib', 'AMG 706'],,,,,
3,Lenvatinib,6934,199,['Lenvatinib', 'Lenvima', 'E7080'],,,,
4,SAR302503,7017,199,['SAR302503', 'Fedratinib', 'TG101348'],,,,
5,LOXO-292,8754,199,['LOXO-292'],,,,,,
6,BPR1J373,8543,199,['BPR1J373'],,,,,,
7,Ponatinib,6808,199,['Ponatinib', 'Iclusig', 'AP24534'],,,,
8,Y078-DM4,8299,199,['Y078-DM4'],,,,,,
9,RXDX-105,7121,199,['RXDX-105', 'AC013773', 'CEP-32496'],,,,
10,Regorafenib,6803,199,['Regorafenib', 'Stivarga', 'BAY 73-4506'],,,,
11,CLM3,8102,199,['CLM3'],,,,,,
12,Vandetanib,4691,199,['Vandetanib', 'Caprelsa', 'ZD6474'],,,,
13,SPP86,7865,199,['SPP86'],,,,,,
14,Danusertib,6895,199,['Danusertib', 'PHA-739358'],,,,,
15,Quizartinib,6997,199,['Quizartinib', 'AC220'],,,,,
16,TG101209,7509,199,['TG101209'],,,,,,
17,Pz-1,8341,199,['Pz-1'],,,,,,
18,Apatinib,7099,199,['Apatinib', 'YN968D1'],,,,,
19,Nintedanib,6964,199,['Nintedanib', 'Ofev', 'BIBF 1120', 'Vargatef'],,,
20,Famitinib,7063,199,['Famitinib', 'SHR1020'],,,,,
21,Y078-DM1,8298,199,['Y078-DM1'],,,,,,
22,HG-6-63-01,8227,199,['HG-6-63-01'],,,,,,
23,BLU-667,8713,199,['BLU-667', 'BLU667'],,,,,
24,Alectinib,6885,199,['Alectinib', 'Alecensa', 'CH5424802', 'RO5424802'],,,
25,Cabozantinib,7115,199,['Cabozantinib', 'Cometriq', 'Cabometyx', 'Cabozantinib-s-malate', 'XL184'],,
26,ALW-II-41-27,8004,199,['ALW-II-41-27'],,,,,,
27,JNJ-26483327,7143,199,['JNJ-26483327'],,,,,,
28,Sorafenib,390,199,['Sorafenib', 'Nexavar', 'BAY 43-9006'],,,,
29,XL999,7053,199,['XL999'],,,,,,
30,MGCD516,7309,199,['MGCD516', 'Sitravatinib'],,,,,
31,AD80,8859,199,['AD80'],,,,,,
32,Sunitinib,1255,199,['Sunitinib', 'Sutent', 'SU011248'],,,,
33,XMD15-44,8226,199,['XMD15-44'],,,,,,
0,LY2801653,7147,200,['LY2801653', 'Merestinib'],,,,,
1,BMS-777607,6881,200,['BMS-777607', 'ASLAN002'],,,,,
2,MGCD265,6948,200,['MGCD265', 'Glesatinib'],,,,,
3,AMG 458,7455,200,['AMG 458'],,,,,,
4,SU11274,7202,200,['SU11274'],,,,,,
5,LCRF-0004,7996,200,['LCRF-0004'],,,,,,
6,MK8033,7991,200,['MK8033'],,,,,,
7,Crizotinib,6890,200,['Crizotinib', 'Xalkori', 'PF-02341066'],,,,
8,Foretinib,6906,200,['Foretinib', 'EXEL-2880', 'GSK1363089G', 'XL880'],,,
9,MK2461,6954,200,['MK2461'],,,,,,
10,OSI-296,8563,200,['OSI-296'],,,,,,
0,AZD3463,7292,201,['AZD3463'],,,,,,
1,Lorlatinib,7074,201,['Lorlatinib', 'PF-06463922'],,,,,
2,Entrectinib,7264,201,['Entrectinib', 'RXDX-101'],,,,,
3,DS6051b,8428,201,['DS6051b', 'DS-6051', 'DS-6051B'],,,,
4,Ceritinib,6932,201,['Ceritinib', 'Zykadia', 'LDK378'],,,,
5,Crizotinib,6890,201,['Crizotinib', 'Xalkori', 'PF-02341066'],,,,
6,Foretinib,6906,201,['Foretinib', 'EXEL-2880', 'GSK1363089G', 'XL880'],,,
7,Brigatinib,6840,201,['Brigatinib', 'Alunbrig', 'AP26113'],,,,
8,Cabozantinib,7115,201,['Cabozantinib', 'Cometriq', 'Cabometyx', 'Cabozantinib-s-malate', 'XL184'],,
9,GTx-186,7643,201,['GTx-186'],,,,,,
0,M2698,7156,202,['M2698', 'MSC2363318A'],,,,,
1,LYS6KAKT1,7418,202,['LYS6KAKT1'],,,,,,
2,AT-7867,7530,202,['AT-7867', 'AT7687'],,,,,
3,LY2780301,6940,202,['LY2780301'],,,,,,
4,AD80,8859,202,['AD80'],,,,,,
0,GS-493,8068,203,['GS-493'],,,,,,
1,SHP099,8470,203,['SHP099'],,,,,,
2,II-B08,7875,203,['II-B08'],,,,,,
3,Cryptotanshinone,8067,203,['Cryptotanshinone'],,,,,,
0,SRT1460,8369,204,['SRT1460'],,,,,,
1,SRT3025,8371,204,['SRT3025'],,,,,,
2,SRT1720,8370,204,['SRT1720'],,,,,,
0,Cambinol,8121,205,['Cambinol'],,,,,,
1,Ex-527,8259,205,['Ex-527'],,,,,,
2,Tenovin-1,7631,205,['Tenovin-1'],,,,,,
3,Sirtinol,8258,205,['Sirtinol'],,,,,,
4,Tenovin-6 ,7630,205,['Tenovin-6 '],,,,,,
0,Tenovin-6 ,7630,206,['Tenovin-6 '],,,,,,
1,Sirtinol,8258,206,['Sirtinol'],,,,,,
2,Cambinol,8121,206,['Cambinol'],,,,,,
3,Tenovin-1,7631,206,['Tenovin-1'],,,,,,
4,Ex-527,8259,206,['Ex-527'],,,,,,
0,Ex-527,8259,207,['Ex-527'],,,,,,
0,GDC-0152,8703,262,['GDC-0152'],,,,,,
1,Birinapant  ,7623,262,['Birinapant  ', 'TL32711'],,,,,
2,GDC-0917,8182,262,['GDC-0917', 'CUDC-427'],,,,,
3,AT-406,8186,262,['AT-406', 'Debio1143', 'SM-406'],,,,
4,ASTX-660,8894,262,['ASTX-660'],,,,,,
5,LCL161,8184,262,['LCL161'],,,,,,
0,PF-04449913,7326,208,['PF-04449913', 'Glasdegib'],,,,,
1,Saridegib,7519,208,['Saridegib', 'IPI-926'],,,,,
2,SANT1,8319,208,['SANT1'],,,,,,
3,Cyclopamine,7338,208,['Cyclopamine'],,,,,,
4,Taladegib,7293,208,['Taladegib', 'LY2940680'],,,,,
5,Glabrescione B,8294,208,['Glabrescione B', 'GlaB'],,,,,
6,BMS-833923,7520,208,['BMS-833923', 'XL139'],,,,,
7,MK-4101,8384,208,['MK-4101'],,,,,,
8,TAK-441,7527,208,['TAK-441'],,,,,,
9,LEQ506,7521,208,['LEQ506'],,,,,,
10,PF-5274857,7522,208,['PF-5274857'],,,,,,
11,Sonidegib,7258,208,['Sonidegib', 'Odomzo', 'Erismodedgib', 'NVP-LDE225'],,,
12,MRT-92,7523,208,['MRT-92'],,,,,,
13,SEN-450,8253,208,['SEN-450', 'NSC763758', 'SEN450'],,,,
14,Vismodegib,6764,208,['Vismodegib', 'Erivedge', 'GDC-0449'],,,,
15,SIBI-C1,8254,208,['SIBI-C1', 'SEN826'],,,,,
0,EPZ031686,8907,263,['EPZ031686'],,,,,,
1,EPZ030456,8908,263,['EPZ030456'],,,,,,
2,BCI-121,8909,263,['BCI-121'],,,,,,
0,Apatinib,7099,209,['Apatinib', 'YN968D1'],,,,,
1,PP-121,7476,209,['PP-121'],,,,,,
2,XL228,7047,209,['XL228'],,,,,,
3,Vandetanib,4691,209,['Vandetanib', 'Caprelsa', 'ZD6474'],,,,
4,KX2-391,6931,209,['KX2-391', 'KX-01'],,,,,
5,Ponatinib,6808,209,['Ponatinib', 'Iclusig', 'AP24534'],,,,
6,PD166326,7595,209,['PD166326'],,,,,,
7,CCT241161,7942,209,['CCT241161'],,,,,,
8,NS-018,7731,209,['NS-018'],,,,,,
9,SKLB646,8283,209,['SKLB646'],,,,,,
10,PD180970,7605,209,['PD180970'],,,,,,
11,XL999,7053,209,['XL999'],,,,,,
12,AZD0424,7565,209,['AZD0424'],,,,,,
13,Dasatinib,1241,209,['Dasatinib', 'Sprycel', 'BMS-354825'],,,,
14,Masitinib,6944,209,['Masitinib', 'AB1010'],,,,,
15,KD020,7404,209,['KD020'],,,,,,
16,AZ6089,7870,209,['AZ6089', 'AZ12576089'],,,,,
17,Debio 0617B,8555,209,['Debio 0617B'],,,,,,
18,CCT196969,7941,209,['CCT196969'],,,,,,
19,Si306,8453,209,['Si306'],,,,,,
20,TPX-0005,8306,209,['TPX-0005'],,,,,,
21,BPR1J373,8543,209,['BPR1J373'],,,,,,
22,PD173955,7601,209,['PD173955'],,,,,,
23,Saracatinib,7018,209,['Saracatinib', 'AZD0530'],,,,,
24,AP23464,7594,209,['AP23464'],,,,,,
25,UM-164,8398,209,['UM-164'],,,,,,
26,Bosutinib,4738,209,['Bosutinib', 'Bosulif', 'SKI-606'],,,,
0,PG-S3-001,8344,212,['PG-S3-001'],,,,,,
1,OPB-111077,8765,212,['OPB-111077'],,,,,,
2,FLLL32,8278,212,['FLLL32'],,,,,,
3,WP1066,7735,212,['WP1066'],,,,,,
4,BBI608,7413,212,['BBI608', 'BB608', 'Napabucasin'],,,,
5,AZD9150 ,7733,212,['AZD9150 ', 'ISIS-STAT3rx', 'ISIS 481464'],,,,
6,HO-3867,8437,212,['HO-3867'],,,,,,
7,OPB-51602,8270,212,['OPB-51602'],,,,,,
8,LLL12,8156,212,['LLL12'],,,,,,
9,S3I-201,7951,212,['S3I-201'],,,,,,
10,OPB-31121,8271,212,['OPB-31121'],,,,,,
11,SH5-07,8098,212,['SH5-07'],,,,,,
12,SH4-54,8097,212,['SH4-54'],,,,,,
13,Withacnistin,8212,212,['Withacnistin'],,,,,,
14,LY5,8244,212,['LY5'],,,,,,
15,Stattic,8436,212,['Stattic'],,,,,,
0,BP-1-108,8214,213,['BP-1-108'],,,,,,
1,IST5-002,8213,213,['IST5-002', 'Stat5-002'],,,,,
2,Withacnistin,8212,213,['Withacnistin'],,,,,,
3,Pimozide,1087,213,['Pimozide', 'Neoperidole'],,,,,
0,Cerdulatinib,7561,214,['Cerdulatinib', 'PRT062070', 'PRT2070'],,,,
1,R406,8236,214,['R406'],,,,,,
2,Entospletinib  ,7555,214,['Entospletinib  ', 'SYK inhibitor GS-9973'],,,,,
3,C61,8243,214,['C61', 'C-61'],,,,,
4,Piceatannol,6352,214,['Piceatannol'],,,,,,
5,PRT318,8237,214,['PRT318', 'PRT-060318'],,,,,
6,Fostamatinib,7277,214,['Fostamatinib', 'Tavalisse', 'R788', 'R935788'],,,
7,BAY 61-3606,7639,214,['BAY 61-3606'],,,,,,
8,TAK-659,7953,214,['TAK-659'],,,,,,
9,R333,7707,214,['R333'],,,,,,
10,PRT062607,8235,214,['PRT062607', 'BIIB057', 'P505-15'],,,,
11,HMPL-523,8654,214,['HMPL-523'],,,,,,
0,G007-LK,7893,215,['G007-LK'],,,,,,
1,NVP-TNKS656,8700,215,['NVP-TNKS656'],,,,,,
2,IWR-1,7535,215,['IWR-1'],,,,,,
3,AZ1366,8702,215,['AZ1366'],,,,,,
4,G-631,8091,215,['G-631'],,,,,,
5,XAV939,7322,215,['XAV939', 'XAV-939'],,,,,
6,JW55,7517,215,['JW55'],,,,,,
7,E7449,6900,215,['E7449'],,,,,,
8,K-756,8451,215,['K-756'],,,,,,
0,Fresolimumab,7668,247,['Fresolimumab', 'GC1008'],,,,,
1,NIS793,8730,247,['NIS793'],,,,,,
0,TEW 7197,7908,216,['TEW 7197', 'EW-7197', 'TEW-7197'],,,,
1,AP 11014,7667,216,['AP 11014'],,,,,,
2,Trabedersen,7666,216,['Trabedersen', 'AP 12009'],,,,,
0,belagenpumatucel-L,7669,255,['belagenpumatucel-L', 'Lucanix'],,,,,
0,Carotuximab,7227,218,['Carotuximab', 'TRC105'],,,,,
1,LY2109761,7672,218,['LY2109761'],,,,,,
0,SX-007,7709,219,['SX-007'],,,,,,
1,Ki26894,7674,219,['Ki26894'],,,,,,
2,IN-1130,7710,219,['IN-1130'],,,,,,
3,LY550410,7671,219,['LY550410'],,,,,,
4,SD-208,7700,219,['SD-208'],,,,,,
5,SD-093,7701,219,['SD-093'],,,,,,
6,Galunisertib,7515,219,['Galunisertib', 'LY2157299'],,,,,
7,SB-431542 ,7673,219,['SB-431542 '],,,,,,
8,SM16,7705,219,['SM16'],,,,,,
9,LY364947,7670,219,['LY364947'],,,,,,
10,LY3200882,8806,219,['LY3200882'],,,,,,
11,A83-01,7708,219,['A83-01'],,,,,,
0,2G8,7365,254,['2G8', 'murine TGFRB2 antibody'],,,,,
1,M7824,8834,254,['M7824', 'MSB0011359C'],,,,,
0,rebastinib,7163,221,['rebastinib', 'DCC-2036'],,,,,
0,TAE684,7502,222,['TAE684', 'NVP-TAE684'],,,,,
1,Bosutinib,4738,222,['Bosutinib', 'Bosulif', 'SKI-606'],,,,
2,XMD8-87,8248,222,['XMD8-87'],,,,,,
3,Dasatinib,1241,222,['Dasatinib', 'Sprycel', 'BMS-354825'],,,,
4,AIM-100,8246,222,['AIM-100'],,,,,,
5,XMD16-5,8249,222,['XMD16-5'],,,,,,
0,Camptothecin,8061,224,['Camptothecin', '21,22-Secocamptothecin-21-oic acid lactone', 'Camptothecine'],,,
1,LMP776,8448,224,['LMP776', 'indimitecan', 'NSC 725776'],,,,
2,SW044248,8289,224,['SW044248'],,,,,,
3,LMP744,8770,224,['LMP744'],,,,,,
4,Irinotecan,752,224,['Irinotecan', 'Camptosar', 'CPT-11'],,,,
5,LMP400,8178,224,['LMP400', 'indotecan', 'NSC 743400'],,,,
0,Doxorubicin,986,225,['Doxorubicin', 'Adriamycin', 'ADR', 'Adria'],,,
1,F14512,8229,225,['F14512'],,,,,,
2,Valrubicin,7174,225,['Valrubicin', 'Valstar', 'AD-32', 'Antibiotic Ad 32'],,,
3,Etoposide,763,225,['Etoposide', 'Vepesid', 'EPEG', 'Eposin'],,,
0,GNF-5837,7354,226,['GNF-5837'],,,,,,
1,Altiratinib,7310,226,['Altiratinib', 'DCC-2701'],,,,,
2,NMS-P626,7918,226,['NMS-P626'],,,,,,
3,AZD7451,7647,226,['AZD7451'],,,,,,
4,DS6051b,8428,226,['DS6051b', 'DS-6051', 'DS-6051B'],,,,
5,GNF-4256,7628,226,['GNF-4256'],,,,,,
6,MGCD516,7309,226,['MGCD516', 'Sitravatinib'],,,,,
7,BMS-754807,6880,226,['BMS-754807'],,,,,,
8,Entrectinib,7264,226,['Entrectinib', 'RXDX-101'],,,,,
9,Lestaurtinib,6935,226,['Lestaurtinib', 'CEP-701'],,,,,
10,PLX7486,7626,226,['PLX7486'],,,,,,
11,AZD6918,7627,226,['AZD6918'],,,,,,
12,Belizatinib,7038,226,['Belizatinib', 'TSR-011'],,,,,
13,AZ64,7646,226,['AZ64'],,,,,,
14,LOXO-195,8860,226,['LOXO-195'],,,,,,
15,LOXO-101,7625,226,['LOXO-101', 'Larotrectinib ', 'ARRY-470'],,,,
16,AZ-23,7645,226,['AZ-23'],,,,,,
0,Danusertib,6895,227,['Danusertib', 'PHA-739358'],,,,,
1,GW441756,7279,227,['GW441756'],,,,,,
2,HS-345,7644,227,['HS-345'],,,,,,
3,GTx-186,7643,227,['GTx-186'],,,,,,
4,SIM-89,8731,227,['SIM-89'],,,,,,
5,Milciclib,7629,227,['Milciclib', 'PHA-848125AC'],,,,,
0,ML323,7637,228,['ML323'],,,,,,
1,SJB3-019A,8910,228,['SJB3-019A'],,,,,,
2,SJB2-043,7686,228,['SJB2-043'],,,,,,
0,HD105,8323,248,['HD105'],,,,,,
1,FKB238,8835,248,['FKB238'],,,,,,
2,Ranibizumab,1257,248,['Ranibizumab', 'Lucentis', 'rhuFab V2'],,,,
3,PTC299,7855,248,['PTC299'],,,,,,
4,Bevacizumab-awwb,7438,248,['Bevacizumab-awwb', 'Mvasi', 'ABP 215'],,,,
5,Aflibercept,6795,248,['Aflibercept', 'Zaltrap', 'AVE 0005', 'Eylea'],,,
6,Navicixizumab,8792,248,['Navicixizumab'],,,,,,
7,Bevacizumab,107,248,['Bevacizumab', 'Avastin'],,,,,
8,OMP-305B83,7687,248,['OMP-305B83'],,,,,,
0,Vandetanib,4691,230,['Vandetanib', 'Caprelsa', 'ZD6474'],,,,
1,ABT-348,7082,230,['ABT-348', 'ilorasertib'],,,,,
2,Fruquintinib,7402,230,['Fruquintinib', 'HMPL-013'],,,,,
3,Bevacizumab,107,230,['Bevacizumab', 'Avastin'],,,,,
4,Pazopanib,4734,230,['Pazopanib', 'Votrient', 'GW-786034'],,,,
5,Sulfatinib,8196,230,['Sulfatinib', 'HMPL-012'],,,,,
6,Ponatinib,6808,230,['Ponatinib', 'Iclusig', 'AP24534'],,,,
7,Debio 0617B,8555,230,['Debio 0617B'],,,,,,
8,X-82,7045,230,['X-82'],,,,,,
9,Tivozanib,7173,230,['Tivozanib', 'AV-951'],,,,,
10,BMS-690514,6879,230,['BMS-690514'],,,,,,
11,Methylnaltrexone,4809,230,['Methylnaltrexone', 'Relistor', 'MNTX'],,,,
12,BPR1J373,8543,230,['BPR1J373'],,,,,,
13,Regorafenib,6803,230,['Regorafenib', 'Stivarga', 'BAY 73-4506'],,,,
14,Nintedanib,6964,230,['Nintedanib', 'Ofev', 'BIBF 1120', 'Vargatef'],,,
15,Lucitanib ,7145,230,['Lucitanib ', 'AL3810', 'E-3810'],,,,
16,Lenvatinib,6934,230,['Lenvatinib', 'Lenvima', 'E7080'],,,,
17,Motesanib,6960,230,['Motesanib', 'AMG 706'],,,,,
18,ZK 304709,7690,230,['ZK 304709'],,,,,,
19,MGCD265,6948,230,['MGCD265', 'Glesatinib'],,,,,
20,Dovitinib,6897,230,['Dovitinib', 'CHIR-258', 'TKI258'],,,,
21,Aflibercept,6795,230,['Aflibercept', 'Zaltrap', 'AVE 0005', 'Eylea'],,,
22,Cabozantinib,7115,230,['Cabozantinib', 'Cometriq', 'Cabometyx', 'Cabozantinib-s-malate', 'XL184'],,
23,SU14813,8523,230,['SU14813'],,,,,,
24,Axitinib,4739,230,['Axitinib', 'Inlyta', 'AG-013736'],,,,
25,Linifanib,6937,230,['Linifanib', 'ABT-869', 'AL-39324'],,,,
26,SU5402,8025,230,['SU5402'],,,,,,
27,Vatalanib,7968,230,['Vatalanib', 'CGP-79787', 'PTK787', 'ZK 222584'],,,
28,MGCD516,7309,230,['MGCD516', 'Sitravatinib'],,,,,
29,Chiauranib,7373,230,['Chiauranib', 'CS2164'],,,,,
0,Semaxanib,7586,231,['Semaxanib', 'SU5416'],,,,,
1,Brivanib,7113,231,['Brivanib', 'BMS-540215'],,,,,
2,MK2461,6954,231,['MK2461'],,,,,,
3,Cediranib,7120,231,['Cediranib', 'AZD-2171', 'Recentin'],,,,
0,unspecified VEGFR2 antibody,8265,256,['unspecified VEGFR2 antibody', 'Experimental anti-VEGFR2'],,,,,
0,Anti-VEGFR2 CAR CD8 lymphocytes,7096,259,['Anti-VEGFR2 CAR CD8 lymphocytes'],,,,,,
0,SU11652,7465,232,['SU11652'],,,,,,
1,Tanibirumab,7548,232,['Tanibirumab', 'TTAC-0001'],,,,,
2,Semaxanib,7586,232,['Semaxanib', 'SU5416'],,,,,
3,Sunitinib,1255,232,['Sunitinib', 'Sutent', 'SU011248'],,,,
4,Foretinib,6906,232,['Foretinib', 'EXEL-2880', 'GSK1363089G', 'XL880'],,,
5,XL999,7053,232,['XL999'],,,,,,
6,Golvatinib,7136,232,['Golvatinib', 'E7050'],,,,,
7,CLM3,8102,232,['CLM3'],,,,,,
8,SKLB646,8283,232,['SKLB646'],,,,,,
9,RXDX-105,7121,232,['RXDX-105', 'AC013773', 'CEP-32496'],,,,
10,ENMD-2076,6903,232,['ENMD-2076'],,,,,,
11,Telatinib,7030,232,['Telatinib', 'BAY 57-9352'],,,,,
12,XL647,7049,232,['XL647', 'KD019', 'Tesevatinib'],,,,
13,Brivanib,7113,232,['Brivanib', 'BMS-540215'],,,,,
14,R916562,8976,232,['R916562'],,,,,,
15,Apatinib,7099,232,['Apatinib', 'YN968D1'],,,,,
16,rebastinib,7163,232,['rebastinib', 'DCC-2036'],,,,,
17,PD173074,7864,232,['PD173074'],,,,,,
18,TAS-115,8312,232,['TAS-115'],,,,,,
19,PP-121,7476,232,['PP-121'],,,,,,
20,Regorafenib,6803,232,['Regorafenib', 'Stivarga', 'BAY 73-4506'],,,,
21,TY-011,8723,232,['TY-011'],,,,,,
22,Ramucirumab,7001,232,['Ramucirumab', 'Cyramza', 'LY3009806'],,,,
23,KD020,7404,232,['KD020'],,,,,,
24,Sorafenib,390,232,['Sorafenib', 'Nexavar', 'BAY 43-9006'],,,,
25,Midostaurin,6949,232,['Midostaurin', 'Rydapt', 'CGP 41251', 'PKC412'],,,
26,OSI-930,7435,232,['OSI-930'],,,,,,
27,AL-3818,7089,232,['AL-3818', 'Anlotinib'],,,,,
28,Pz-1,8341,232,['Pz-1'],,,,,,
29,RAF265,6999,232,['RAF265'],,,,,,
30,Famitinib,7063,232,['Famitinib', 'SHR1020'],,,,,
31,Orantinib,6973,232,['Orantinib', 'SU6668', 'TSU-68'],,,,
32,JI-101,6928,232,['JI-101'],,,,,,
33,Cediranib,7120,232,['Cediranib', 'AZD-2171', 'Recentin'],,,,
34,YLL545,8457,232,['YLL545'],,,,,,
0,IMC-3C5,7887,233,['IMC-3C5'],,,,,,
0,Famitinib,7063,234,['Famitinib', 'SHR1020'],,,,,
1,AL-3818,7089,234,['AL-3818', 'Anlotinib'],,,,,
2,Telatinib,7030,234,['Telatinib', 'BAY 57-9352'],,,,,
3,Cediranib,7120,234,['Cediranib', 'AZD-2171', 'Recentin'],,,,
4,KD020,7404,234,['KD020'],,,,,,
5,XL647,7049,234,['XL647', 'KD019', 'Tesevatinib'],,,,
0,PD0166285,7070,235,['PD0166285'],,,,,,
1,MK-1775,7067,235,['MK-1775', 'AZD1775'],,,,,
0,LGK974,7364,236,['LGK974', 'WNT974'],,,,,
1,ETC-159,8123,236,['ETC-159'],,,,,,
2,GSK3178022,8528,236,['GSK3178022'],,,,,,
3,WNT-C59,8231,236,['WNT-C59'],,,,,,
4,Vantictumab,8439,236,['Vantictumab', 'anti-Fzd7', 'OMP-18R5'],,,,
5,Rosmantuzumab,8440,236,['Rosmantuzumab', 'OMP-131R10'],,,,,
6,Ipafricept ,7503,236,['Ipafricept ', 'Fzd8-Fc', 'OMP-54F28'],,,,
0,Verteporfin,452,238,['Verteporfin', 'Visudyne'],,,,,
0,SPP86,7865,237,['SPP86'],,,,,,
